time_s,cx,cy,cz,theta,FB,FB_group,LR,height,spread,x_lr,y_fb,z_height,cy_smooth,cy_speed,zone
0.18,0.0,-0.8343129699454841,8.632402037124185e-09,-1.5707963267948966,-0.8343129699454841,-0.9633816345952348,0.0,1.7264804074248373e-08,0.551291092056407,0.0,-0.8343129699454841,8.632402037124185e-09,-0.8341748092660923,0.2159118349194522,rear_center_mid
0.19,0.0,-0.8320936381426561,8.614971664593433e-09,-1.5707963267948966,-0.8320936381426561,-0.9608189709696412,0.0,1.722994332918687e-08,0.5546351750137366,0.0,-0.8320936381426561,8.614971664593433e-09,-0.8319462389177156,0.2302629283688129,rear_center_mid
0.2,0.0,-0.8297270994132764,8.59359800097641e-09,-1.5707963267948966,-0.8297270994132764,-0.9580863274271514,0.0,1.7187196001952824e-08,0.5581692758467014,0.0,-0.8297270994132764,8.59359800097641e-09,-0.8295695506987161,0.2455754373868857,rear_center_mid
0.21,0.0,-0.8272031613256166,8.567931240183624e-09,-1.5707963267948966,-0.8272031613256166,-0.9551719347614017,0.0,1.713586248036725e-08,0.561902954159262,0.0,-0.8272031613256166,8.567931240183624e-09,-0.8270347301699779,0.2619220552192547,rear_center_mid
0.22,0.0,-0.824510884666547,8.53812693229311e-09,-1.5707963267948966,-0.824510884666547,-0.9520631614570833,0.0,1.7076253864586224e-08,0.565846093091035,0.0,-0.824510884666547,8.53812693229311e-09,-0.824331109594331,0.2793571768761438,rear_center_mid
0.23,0.0,-0.8216388673017929,8.504792315228801e-09,-1.5707963267948966,-0.8216388673017929,-0.9487468414635423,0.0,1.7009584630457605e-08,0.5700083962004654,0.0,-0.8216388673017929,8.504792315228801e-09,-0.821447586632455,0.29790979702399856,rear_center_mid
0.24,0.0,-0.8185755352644222,8.468844503760492e-09,-1.5707963267948966,-0.8185755352644222,-0.9452096103148269,0.0,1.6937689007520987e-08,0.5743988971669121,0.0,-0.8185755352644222,8.468844503760492e-09,-0.818372913653851,0.31758275174553763,rear_center_mid
0.25,0.0,-0.8153094846038962,8.431305552402495e-09,-1.5707963267948966,-0.8153094846038962,-0.9414382998629951,0.0,1.6862611104804993e-08,0.5790254263112535,0.0,-0.8153094846038962,8.431305552402495e-09,-0.8150959315975442,0.33835788571423,rear_center_mid
0.26,0.0,-0.8118297964325965,8.393090831062672e-09,-1.5707963267948966,-0.8118297964325965,-0.9374203020625309,0.0,1.6786181662125348e-08,0.5838941527573377,0.0,-0.8118297964325965,8.393090831062672e-09,-0.8116057559395664,0.36020248001367716,rear_center_mid
0.27,0.0,-0.8081259743850135,8.35481607048361e-09,-1.5707963267948966,-0.8081259743850135,-0.9331434967544608,0.0,1.6709632140967224e-08,0.5890096854248427,0.0,-0.8081259743850135,8.35481607048361e-09,-0.8078918819972707,0.3830815988384473,rear_center_mid
0.28,0.0,-0.8041879890119035,8.316664522225962e-09,-1.5707963267948966,-0.8041879890119035,-0.9285963029283216,0.0,1.6633329044451928e-08,0.5943750317173411,0.0,-0.8041879890119035,8.316664522225962e-09,-0.8039441239627975,0.4069730929469051,rear_center_mid
0.29,0.0,-0.8000061655529441,8.278339922604228e-09,-1.5707963267948966,-0.8000061655529441,-0.9237675491331944,0.0,1.655667984520846e-08,0.5999917791747443,0.0,-0.8000061655529441,8.278339922604228e-09,-0.7997524201383326,0.4318782627602491,rear_center_mid
0.3,0.0,-0.7955706944315295,8.239098300113132e-09,-1.5707963267948966,-0.7955706944315295,-0.9186459082457753,0.0,1.6478196600226267e-08,0.6058607679671411,0.0,-0.7955706944315295,8.239098300113132e-09,-0.7953065587075925,0.450058886637128,rear_center_mid
0.31,0.0,-0.7908712773102723,8.19786706828233e-09,-1.5707963267948966,-0.7908712773102723,-0.9132194887704603,0.0,1.6395734136564662e-08,0.6119825346573369,0.0,-0.7908712773102723,8.19786706828233e-09,-0.79075124240559,0.4412658742216635,rear_center_mid
0.32,0.0,-0.7858966672313128,8.153425362489547e-09,-1.5707963267948966,-0.7858966672313128,-0.9074753038390919,0.0,1.6306850724979096e-08,0.6183578482033806,0.0,-0.7858966672313128,8.153425362489547e-09,-0.7864812412231592,0.3991550926807308,rear_center_mid
0.33,0.0,-0.7814114075018908,8.113181799145914e-09,-1.5707963267948966,-0.7814114075018908,-0.9022961720193151,0.0,1.622636359829183e-08,0.62401619548367,0.0,-0.7814114075018908,8.113181799145914e-09,-0.7827681405519754,0.34094365610215505,rear_center_mid
0.34,0.0,-0.7786561596407902,8.09008371713868e-09,-1.5707963267948966,-0.7786561596407902,-0.8991146858333497,0.0,1.6180167434277362e-08,0.6274508626605403,0.0,-0.7786561596407902,8.09008371713868e-09,-0.7796623681011161,0.2777480606998006,rear_center_mid
0.35000000000000003,0.0,-0.7770051910756108,8.076791337128491e-09,-1.5707963267948966,-0.7770051910756108,-0.8972083115437953,0.0,1.6153582674256986e-08,0.6294941882508157,0.0,-0.7770051910756108,8.076791337128491e-09,-0.7772131793379794,0.2172816877898498,rear_center_mid
0.36,0.0,-0.775342415055976,8.060996176356447e-09,-1.5707963267948966,-0.775342415055976,-0.8952883031805076,0.0,1.6121992352712898e-08,0.6315410829195252,0.0,-0.775342415055976,8.060996176356447e-09,-0.7753167343453191,0.17961168891552637,rear_center_mid
0.37,0.0,-0.773650723415629,8.043063577226762e-09,-1.5707963267948966,-0.773650723415629,-0.893334905934658,0.0,1.6086127154453526e-08,0.6336123090332716,0.0,-0.773650723415629,8.043063577226762e-09,-0.7736209455596689,0.17089463753324763,rear_center_mid
0.38,0.0,-0.7719291825385894,8.023882080854799e-09,-1.5707963267948966,-0.7719291825385894,-0.891347041759271,0.0,1.60477641617096e-08,0.6357085315970714,0.0,-0.7719291825385894,8.023882080854799e-09,-0.7718988415946542,0.17371083678211496,rear_center_mid
0.39,0.0,-0.770177215712539,8.00451246656762e-09,-1.5707963267948966,-0.770177215712539,-0.8893240447242015,0.0,1.6009024933135245e-08,0.6378299588427004,0.0,-0.770177215712539,8.00451246656762e-09,-0.7701467288240266,0.17671958038417146,rear_center_mid
