frame,FB,LR,height,spread,cy_speed,cx,cy,cz
474,-0.9999999999999999,-2.969800946828194e-09,0.0,0.9999999999999999,0.0,-2.969800946828194e-09,-0.9999999999999999,0.0
475,-1.0,-1.4386753871553637e-09,0.0,1.0,-5.551115123125783e-15,-1.4386753871553637e-09,-1.0,0.0
476,-1.0,-3.773885662305965e-09,0.0,1.0,0.0,-3.773885662305965e-09,-1.0,0.0
477,-1.0,-5.1238250448060185e-09,0.0,1.0,5.551115123125783e-15,-5.1238250448060185e-09,-1.0,0.0
478,-0.9999999999999999,-1.8120352301975728e-09,0.0,0.9999999999999999,5.551115123125783e-15,-1.8120352301975728e-09,-0.9999999999999999,0.0
479,-0.9999999999999999,-2.275159768916346e-09,0.0,1.0,5.551115123125783e-15,-2.275159768916346e-09,-0.9999999999999999,0.0
480,-0.9999999999999998,-6.096147586731604e-09,0.0,0.9999999999999999,-1.6653345369377348e-14,-6.096147586731604e-09,-0.9999999999999998,0.0
481,-1.0000000000000002,-2.505939622476916e-09,0.0,1.0,-1.1102230246251565e-14,-2.505939622476916e-09,-1.0000000000000002,0.0
482,-1.0,-2.4244760365998985e-10,0.0,1.0,1.1102230246251565e-14,-2.4244760365998985e-10,-1.0,0.0
483,-1.0,3.2649200842893578e-09,0.0,1.0,0.0,3.2649200842893578e-09,-1.0,0.0
484,-1.0,2.915623950605628e-09,0.0,1.0,5.551115123125783e-15,2.915623950605628e-09,-1.0,0.0
485,-0.9999999999999999,-3.1126153043903315e-09,0.0,0.9999999999999999,0.0,-3.1126153043903315e-09,-0.9999999999999999,0.0
486,-1.0,-3.515982852086985e-09,0.0,1.0,0.0,-3.515982852086985e-09,-1.0,0.0
487,-0.9999999999999999,-3.660640804370452e-09,0.0,0.9999999999999999,-1.1102230246251565e-14,-3.660640804370452e-09,-0.9999999999999999,0.0
488,-1.0000000000000002,-2.341050853171822e-09,0.0,1.0,-5.551115123125783e-15,-2.341050853171822e-09,-1.0000000000000002,0.0
489,-1.0,-9.169369014072615e-10,0.0,1.0000000000000002,1.1102230246251565e-14,-9.169369014072615e-10,-1.0,0.0
490,-1.0,-1.960194992434161e-09,0.0,0.9999999999999999,0.0,-1.960194992434161e-09,-1.0,0.0
491,-1.0,-2.9249741656522943e-09,0.0,1.0,0.0,-2.9249741656522943e-09,-1.0,0.0
492,-1.0,-4.2816203360551697e-10,0.0,0.9999999999999999,0.0,-4.2816203360551697e-10,-1.0,0.0
493,-1.0,-1.616141942495375e-10,0.0,1.0,0.0,-1.616141942495375e-10,-1.0,0.0
494,-1.0,-5.724852855659712e-09,0.0,1.0,0.0,-5.724852855659712e-09,-1.0,0.0
495,-1.0,-2.870236506802293e-09,0.0,1.0,-1.1102230246251565e-14,-2.870236506802293e-09,-1.0,0.0
496,-1.0000000000000002,2.29607247104191e-09,0.0,1.0,0.0,2.29607247104191e-09,-1.0000000000000002,0.0
497,-1.0,-3.2361990032203636e-09,0.0,1.0,1.6653345369377348e-14,-3.2361990032203636e-09,-1.0,0.0
498,-0.9999999999999999,-1.1944925326634603e-09,0.0,0.9999999999999999,-1.1102230246251565e-14,-1.1944925326634603e-09,-0.9999999999999999,0.0
499,-1.0000000000000002,1.0700977465250006e-09,0.0,1.0,-5.551115123125783e-15,1.0700977465250006e-09,-1.0000000000000002,0.0
500,-1.0,-4.400443176511004e-09,0.0,1.0,1.1102230246251565e-14,-4.400443176511004e-09,-1.0,0.0
501,-1.0,-3.6657027135955644e-09,0.0,1.0,0.0,-3.6657027135955644e-09,-1.0,0.0
502,-1.0,-1.4494901112716008e-09,0.0,1.0,0.0,-1.4494901112716008e-09,-1.0,0.0
503,-1.0,-1.2268347449051475e-10,0.0,1.0,0.0,-1.2268347449051475e-10,-1.0,0.0
504,-1.0,1.8291256564939573e-09,0.0,1.0,5.551115123125783e-15,1.8291256564939573e-09,-1.0,0.0
505,-0.9999999999999999,7.575133159631875e-10,0.0,1.0,5.551115123125783e-15,7.575133159631875e-10,-0.9999999999999999,0.0
506,-0.9999999999999999,-3.415096830328146e-09,0.0,0.9999999999999999,-1.6653345369377348e-14,-3.415096830328146e-09,-0.9999999999999999,0.0
507,-1.0000000000000002,-1.5499660235840373e-09,0.0,1.0,-5.551115123125783e-15,-1.5499660235840373e-09,-1.0000000000000002,0.0
508,-1.0,-2.401351339997859e-10,0.0,1.0,1.6653345369377348e-14,-2.401351339997859e-10,-1.0,0.0
509,-0.9999999999999999,2.0100136208234254e-09,0.0,1.0,5.551115123125783e-15,2.0100136208234254e-09,-0.9999999999999999,0.0
510,-0.9999999999999999,8.37101228612358e-10,0.0,1.0,-5.551115123125783e-15,8.37101228612358e-10,-0.9999999999999999,0.0
511,-1.0,-2.542867409693894e-09,0.0,1.0,-5.551115123125783e-15,-2.542867409693894e-09,-1.0,0.0
512,-1.0,-2.3344315092099777e-09,0.0,0.9999999999999999,-1.1102230246251565e-14,-2.3344315092099777e-09,-1.0,0.0
513,-1.0000000000000002,-2.8296736551136625e-09,0.0,1.0,0.0,-2.8296736551136625e-09,-1.0000000000000002,0.0
514,-1.0,2.896392757578692e-09,0.0,0.9999999999999999,1.1102230246251565e-14,2.896392757578692e-09,-1.0,0.0
515,-1.0,3.456326190531822e-09,0.0,0.9999999999999999,-1.1102230246251565e-14,3.456326190531822e-09,-1.0,0.0
516,-1.0000000000000002,-1.567249247047542e-10,0.0,1.0,5.551115123125783e-15,-1.567249247047542e-10,-1.0000000000000002,0.0
517,-0.9999999999999999,-1.499919424774454e-09,0.0,1.0,1.6653345369377348e-14,-1.499919424774454e-09,-0.9999999999999999,0.0
518,-0.9999999999999999,2.233612447777311e-09,0.0,0.9999999999999999,-5.551115123125783e-15,2.233612447777311e-09,-0.9999999999999999,0.0
519,-1.0,4.402798334246505e-09,0.0,1.0,-5.551115123125783e-15,4.402798334246505e-09,-1.0,0.0
520,-1.0,3.775525232729837e-09,0.0,1.0,0.0,3.775525232729837e-09,-1.0,0.0
521,-1.0,-3.242398162461857e-09,0.0,0.9999999999999999,0.0,-3.242398162461857e-09,-1.0,0.0
522,-1.0,-3.0844376497363157e-09,0.0,0.9999999999999999,0.0,-3.0844376497363157e-09,-1.0,0.0
523,-1.0,2.8921024602945877e-09,0.0,1.0,0.0,2.8921024602945877e-09,-1.0,0.0
524,-1.0,8.294671061115366e-10,0.0,1.0,0.0,8.294671061115366e-10,-1.0,0.0
525,-1.0,7.601583737470996e-10,0.0,1.0,5.551115123125783e-15,7.601583737470996e-10,-1.0,0.0
526,-0.9999999999999999,3.443770962840986e-11,0.0,1.0,-1.1102230246251565e-14,3.443770962840986e-11,-0.9999999999999999,0.0
527,-1.0000000000000002,-4.941998824059546e-10,0.0,1.0,-5.551115123125783e-15,-4.941998824059546e-10,-1.0000000000000002,0.0
528,-1.0,-1.9829038341856453e-09,0.0,0.9999999999999999,1.1102230246251565e-14,-1.9829038341856453e-09,-1.0,0.0
529,-1.0,-1.6718345180466443e-09,0.0,0.9999999999999999,5.551115123125783e-15,-1.6718345180466443e-09,-1.0,0.0
530,-0.9999999999999999,6.02131240701187e-10,0.0,1.0,0.0,6.02131240701187e-10,-0.9999999999999999,0.0
531,-1.0,3.5984311086423304e-09,0.0,0.9999999999999999,-5.551115123125783e-15,3.5984311086423304e-09,-1.0,0.0
532,-1.0,-3.6668873146239456e-10,0.0,1.0,1.1102230246251565e-14,-3.6668873146239456e-10,-1.0,0.0
533,-0.9999999999999998,-4.299472427388151e-09,0.0,0.9999999999999999,0.0,-4.299472427388151e-09,-0.9999999999999998,0.0
534,-1.0,2.1437146467684354e-09,0.0,0.9999999999999999,-5.551115123125783e-15,2.1437146467684354e-09,-1.0,0.0
535,-0.9999999999999999,6.2183272697691194e-09,0.0,0.9999999999999998,0.0,6.2183272697691194e-09,-0.9999999999999999,0.0
536,-1.0,3.4025377515511934e-09,0.0,1.0,0.0,3.4025377515511934e-09,-1.0,0.0
537,-0.9999999999999999,4.548237703128066e-09,0.0,1.0,-1.1102230246251565e-14,4.548237703128066e-09,-0.9999999999999999,0.0
538,-1.0000000000000002,5.661819658941969e-10,0.0,1.0,-5.551115123125783e-15,5.661819658941969e-10,-1.0000000000000002,0.0
539,-1.0,-3.369673262643147e-09,0.0,0.9999999999999999,1.1102230246251565e-14,-3.369673262643147e-09,-1.0,0.0
540,-1.0,3.564123406130104e-10,0.0,1.0,-1.1102230246251565e-14,3.564123406130104e-10,-1.0,0.0
541,-1.0000000000000002,1.5605128335371976e-09,0.0,1.0,0.0,1.5605128335371976e-09,-1.0000000000000002,0.0
542,-1.0,4.460182254778511e-09,0.0,1.0,1.1102230246251565e-14,4.460182254778511e-09,-1.0,0.0
543,-1.0,9.117032094552169e-10,0.0,1.0,0.0,9.117032094552169e-10,-1.0,0.0
544,-1.0,2.0146774838691872e-09,0.0,1.0,5.551115123125783e-15,2.0146774838691872e-09,-1.0,0.0
545,-0.9999999999999999,1.3078657455645182e-08,0.0,0.9999999999999999,5.551115123125783e-15,1.3078657455645182e-08,-0.9999999999999999,0.0
546,-0.9999999999999999,2.2476017018033256e-08,0.0,0.9999999999999997,0.0,2.2476017018033256e-08,-0.9999999999999999,0.0
547,-0.9999999999999999,2.5311119169774826e-08,0.0,0.9999999999999996,-5.551115123125783e-15,2.5311119169774826e-08,-0.9999999999999999,0.0
548,-1.0,1.4734901016564064e-08,0.0,1.0,0.0,1.4734901016564064e-08,-1.0,0.0
549,-0.9999999999999999,6.537360800617934e-09,0.0,1.0,0.0,6.537360800617934e-09,-0.9999999999999999,0.0
550,-1.0,-2.447252241702608e-09,0.0,0.9999999999999999,-5.551115123125783e-15,-2.447252241702608e-09,-1.0,0.0
551,-1.0,-5.436006644821134e-09,0.0,1.0,-1.1102230246251565e-14,-5.436006644821134e-09,-1.0,0.0
552,-1.0000000000000002,-3.177961227507353e-10,0.0,1.0,0.0,-3.177961227507353e-10,-1.0000000000000002,0.0
553,-1.0,1.648076175531088e-09,0.0,1.0,1.1102230246251565e-14,1.648076175531088e-09,-1.0,0.0
554,-1.0,1.0741232348010499e-09,0.0,0.9999999999999999,5.551115123125783e-15,1.0741232348010499e-09,-1.0,0.0
555,-0.9999999999999999,-3.0828939401317257e-10,0.0,1.0,0.0,-3.0828939401317257e-10,-0.9999999999999999,0.0
556,-1.0,2.4777789264796013e-09,0.0,0.9999999999999999,0.0,2.4777789264796013e-09,-1.0,0.0
557,-0.9999999999999999,3.362559231057105e-09,0.0,0.9999999999999999,2.1105985836822327e-05,3.362559231057105e-09,-0.9999999999999999,0.0
558,-0.9999995778802833,5.376389999867115e-09,0.0,1.0000003165896483,3.7614394304830157e-05,5.376389999867115e-09,-0.9999995778802833,0.0
559,-0.9999992477121138,9.167560044431866e-09,0.0,1.0000005642154726,8.168115342988003e-05,9.167560044431866e-09,-0.9999992477121138,0.0
560,-0.9999979442572147,1.7594081747063228e-09,0.0,1.0000017453116743,0.00014458967090291708,1.7594081747063228e-09,-0.9999979442572147,0.0
561,-0.9999963559186957,-6.978233046961435e-09,0.0,1.0000030955452723,0.00019668919984949795,-6.978233046961435e-09,-0.9999963559186957,0.0
562,-0.9999940104732177,-1.2885250089134104e-09,0.0,1.0000050102790379,0.00032763182769013355,-1.2885250089134104e-09,-0.9999940104732177,0.0
563,-0.9999898032821419,1.612323163868723e-09,0.0,1.000008440208678,0.0005833855746040228,1.612323163868723e-09,-0.9999898032821419,0.0
564,-0.9999823427617256,-2.627943418431755e-10,0.0,1.000014504887643,0.001028480387155195,-2.627943418431755e-10,-0.9999823427617256,0.0
565,-0.9999692336743988,1.5163852395971844e-09,0.0,1.000025105559781,0.0018056440698077658,1.5163852395971844e-09,-0.9999692336743988,0.0
566,-0.9999462298803294,-2.8963028086970155e-09,0.0,1.000043600555747,0.003176392323739341,-2.8963028086970155e-09,-0.9999462298803294,0.0
567,-0.999905705827924,-3.722263663963332e-09,0.0,1.0000760028240154,0.005602398995213642,-3.722263663963332e-09,-0.999905705827924,0.0
568,-0.9998341819004252,7.842014815295784e-10,0.0,1.0001328976399375,0.0098999486512652,7.842014815295784e-10,-0.9998341819004252,0.0
569,-0.9997077068548987,3.408190618614526e-09,0.0,1.0002329799372047,0.017528682679196494,3.408190618614526e-09,-0.9997077068548987,0.0
570,-0.9994836082468412,2.5281359783413393e-09,0.0,1.0004094406552473,0.031079976374753793,2.5281359783413393e-09,-0.9994836082468412,0.0
571,-0.9990861073274037,4.797557073832337e-09,0.0,1.0007209188337596,0.055149024392298074,4.797557073832337e-09,-0.9990861073274037,0.0
572,-0.9983806277589953,-1.0094137747884702e-09,0.0,1.0012709157235962,0.09787855490353548,-1.0094137747884702e-09,-0.9983806277589953,0.0
573,-0.997128536229333,-1.64049208661865e-08,0.0,1.0022415250140269,0.1736571575295276,-1.64049208661865e-08,-0.997128536229333,0.0
574,-0.9949074846084047,-2.7945997904677e-08,0.0,1.0039513046588164,0.30781887563259835,-2.7945997904677e-08,-0.9949074846084047,0.0
575,-0.990972158716681,-3.686464156160696e-08,0.0,1.0069521462166233,0.5446962591419691,-3.686464156160696e-08,-0.990972158716681,0.0
576,-0.9840135594255653,-4.078031845544672e-08,0.0,1.0121838964846317,0.9609485624282099,-4.078031845544672e-08,-0.9840135594255653,0.0
577,-0.9717531874681168,-4.161873073948996e-08,0.0,1.0211967440586365,1.6861421157328027,-4.161873073948996e-08,-0.9717531874681168,0.0
578,-0.9502907171109093,-4.070784193066501e-08,0.0,1.0363978343409292,2.4400223041143754,-4.070784193066501e-08,-0.9502907171109093,0.0
579,-0.9229527413858293,-1.6845727424108503e-08,0.0,1.0547851604661456,2.119598795730909,-1.6845727424108503e-08,-0.9229527413858293,0.0
580,-0.9078987411962911,1.6162063909419544e-09,0.0,1.0644803662392783,0.916023737461219,1.6162063909419544e-09,-0.9078987411962911,0.0
581,-0.9046322666366049,-9.614932738877258e-10,0.0,1.0665596761771958,0.2909385545088017,-9.614932738877258e-10,-0.9046322666366049,0.0
582,-0.9020799701061151,1.0265618355376205e-09,0.0,1.0681803428434615,0.2586582201691223,1.0265618355376205e-09,-0.9020799701061151,0.0
583,-0.8994591022332225,7.215754882494707e-09,0.0,1.0698361296764842,0.26557053943332964,7.215754882494707e-09,-0.8994591022332225,0.0
584,-0.8967685593174485,2.3787420366794265e-09,0.0,1.0715270939602568,0.2725651900320203,2.3787420366794265e-09,-0.8967685593174485,0.0
585,-0.894007798432582,-1.5201606085035735e-09,0.0,1.0732529139264135,0.27959267396537313,-1.5201606085035735e-09,-0.894007798432582,0.0
586,-0.891176705838141,1.7871582547179798e-09,0.0,1.0750129756716391,0.28661852053203374,1.7871582547179798e-09,-0.891176705838141,0.0
587,-0.8882754280219414,4.72800743001045e-10,0.0,1.076806481246672,0.2936465788549003,4.72800743001045e-10,-0.8882754280219414,0.0
588,-0.885303774261043,-1.984142850020021e-09,0.0,1.0786328686992912,0.30070800717906243,-1.984142850020021e-09,-0.885303774261043,0.0
589,-0.8822612678783601,1.1791825293983038e-09,0.0,1.0804917062179147,0.30784873528079126,1.1791825293983038e-09,-0.8822612678783601,0.0
590,-0.8791467995554272,4.822883370447784e-09,0.0,1.0823829231958453,0.31514526677940413,4.822883370447784e-09,-0.8791467995554272,0.0
591,-0.875958362542772,2.4928275554891854e-09,0.0,1.084306975205006,0.3226785523239739,2.4928275554891854e-09,-0.875958362542772,0.0
592,-0.8726932285089477,-6.950013342610362e-10,0.0,1.08626469355819,0.33051428297091734,-6.950013342610362e-10,-0.8726932285089477,0.0
593,-0.8693480768833537,1.6435027783145983e-09,0.0,1.0882572126113648,0.3386984722693276,1.6435027783145983e-09,-0.8693480768833537,0.0
594,-0.8659192590635612,3.888896371595507e-09,0.0,1.0902857958871648,0.3472467828719239,3.888896371595507e-09,-0.8659192590635612,0.0
595,-0.8624031412259152,2.9615406793581656e-09,0.0,1.09235161885549,0.35613162439047663,2.9615406793581656e-09,-0.8624031412259152,0.0
596,-0.8587966265757516,-2.799427578636937e-09,0.0,1.0944554616953448,0.3652914521999451,-2.799427578636937e-09,-0.8587966265757516,0.0
597,-0.8550973121819163,-5.605973685263166e-09,0.0,1.096597645283085,0.3746478194108227,-5.605973685263166e-09,-0.8550973121819163,0.0
598,-0.8513036701875352,-1.381849634718435e-09,0.0,1.098777930834399,0.3841111411703124,-1.381849634718435e-09,-0.8513036701875352,0.0
599,-0.8474150893585101,-1.3446720403820223e-09,0.0,1.1009955087778838,0.39360027538848374,-1.3446720403820223e-09,-0.8474150893585101,0.0
600,-0.8434316646797655,-4.845261858399397e-09,0.0,1.1032491367218915,0.4030639602564168,-4.845261858399397e-09,-0.8434316646797655,0.0
601,-0.8393538101533817,-3.353859967525352e-09,0.0,1.1055373811563165,0.41248728563451076,-3.353859967525352e-09,-0.8393538101533817,0.0
602,-0.8351819189670753,-7.528663803491042e-10,0.0,1.1078588068337727,0.4218965468080038,-7.528663803491042e-10,-0.8351819189670753,0.0
603,-0.8309158792172217,-6.908016381146354e-10,0.0,1.1102122602248947,0.43136058857380366,-6.908016381146354e-10,-0.8309158792172217,0.0
604,-0.8265547071955992,-7.389738820862135e-11,0.0,1.1125970456927896,0.44097026537485706,-7.389738820862135e-11,-0.8265547071955992,0.0
605,-0.8220964739097245,-7.43980765882668e-10,0.0,1.1150129162190585,0.450830380354067,-7.43980765882668e-10,-0.8220964739097245,0.0
606,-0.8175380995885179,-2.991645153826994e-09,0.0,1.11746020894773,0.46104533399777825,-2.991645153826994e-09,-0.8175380995885179,0.0
607,-0.812875567229769,-5.5963516043533446e-09,0.0,1.119939672920532,0.4716865886834176,-5.5963516043533446e-09,-0.812875567229769,0.0
608,-0.8081043678148495,-5.208586784100078e-09,0.0,1.122452194555596,0.48278434330149,-5.208586784100078e-09,-0.8081043678148495,0.0
609,-0.8032198803637391,1.1279238654182677e-10,0.0,1.1249986292326266,0.4943180261904989,1.1279238654182677e-10,-0.8032198803637391,0.0
610,-0.7982180072910395,1.3597586390190486e-09,0.0,1.1275794435938589,0.5062093894324882,1.3597586390190486e-09,-0.7982180072910395,0.0
611,-0.7930956925750894,-4.815085719034329e-09,0.0,1.1301944517127325,0.5183460189514377,-4.815085719034329e-09,-0.7930956925750894,0.0
612,-0.7878510869120108,-6.6053246206010385e-09,0.0,1.1328427790435975,0.5182029185127113,-6.6053246206010385e-09,-0.7878510869120108,0.0
613,-0.7827316342048352,3.172177853727476e-09,0.0,1.135398203830094,0.45437667776497825,3.172177853727476e-09,-0.7827316342048352,0.0
614,-0.7787635533567112,7.463337337032527e-09,0.0,1.1373522311087085,0.34475458740491627,7.463337337032527e-09,-0.7787635533567112,0.0
615,-0.7758365424567368,1.714216102399746e-09,0.0,1.1387743325791897,0.28885311752246956,1.714216102399746e-09,-0.7758365424567368,0.0
616,-0.7729864910062618,3.8917394862281185e-09,0.0,1.1401490231451146,0.2864243215362494,3.8917394862281185e-09,-0.7729864910062618,0.0
617,-0.7701080560260118,5.667945057741264e-09,0.0,1.1415285369633983,0.28923946092884734,5.667945057741264e-09,-0.7701080560260118,0.0
618,-0.7672017017876849,3.3505150875967615e-09,0.0,1.1429124286668115,0.29204212085985337,3.3505150875967615e-09,-0.7672017017876849,0.0
619,-0.7642672136088148,2.1177077869083405e-09,0.0,1.14430057104669,0.2949010648960526,2.1177077869083405e-09,-0.7642672136088148,0.0
620,-0.7613036804897638,2.4619355443178392e-09,0.0,1.1456931557413181,0.29788490323561234,2.4619355443178392e-09,-0.7613036804897638,0.0
621,-0.7583095155441025,3.66164193410512e-09,0.0,1.1470906911991448,0.30104087787634626,3.66164193410512e-09,-0.7583095155441025,0.0
622,-0.7552828629322369,-2.1801756511230508e-09,0.0,1.1484937617147162,0.30438847878384023,-2.1801756511230508e-09,-0.7552828629322369,0.0
623,-0.7522217459684257,-4.719384438800489e-09,0.0,1.1499030097371787,0.3079195366983478,-4.719384438800489e-09,-0.7522217459684257,0.0
624,-0.7491244721982699,6.922252382413063e-09,0.0,1.1513189162902093,0.3115829486638688,6.922252382413063e-09,-0.7491244721982699,0.0
625,-0.7459900869951483,8.390089178966775e-09,0.0,1.152741572475783,0.3153132206420439,8.390089178966775e-09,-0.7459900869951483,0.0
626,-0.7428182077854291,-5.026127292140359e-10,0.0,1.1541708463611755,0.31904029354623553,-5.026127292140359e-10,-0.7428182077854291,0.0
627,-0.7396092811242236,-1.1372152664002044e-09,0.0,1.1556062076497757,0.32268477141308427,-1.1372152664002044e-09,-0.7396092811242236,0.0
628,-0.7363645123571674,3.1898673147345846e-09,0.0,1.1570467788966172,0.3261948343823151,3.1898673147345846e-09,-0.7363645123571674,0.0
629,-0.7330853844365773,4.506541584348156e-09,0.0,1.1584915992966343,0.32954927385211996,4.506541584348156e-09,-0.7330853844365773,0.0
630,-0.729773526880125,5.47552247986971e-09,0.0,1.1599396559699908,0.3327506122221324,5.47552247986971e-09,-0.729773526880125,0.0
631,-0.7264303721921347,9.396392386396002e-09,0.0,1.1613900297415698,0.3358387009046504,9.396392386396002e-09,-0.7264303721921347,0.0
632,-0.723056752862032,-1.010663386313837e-09,0.0,1.162842090825452,0.338883474731172,-1.010663386313837e-09,-0.723056752862032,0.0
633,-0.7196527026975112,-3.993303465676945e-09,0.0,1.1642955597226528,0.34196367217256274,-3.993303465676945e-09,-0.7196527026975112,0.0
634,-0.7162174794185807,-3.7933778340715207e-10,0.0,1.1657504696489456,0.3451580836008106,-3.7933778340715207e-10,-0.7162174794185807,0.0
635,-0.712749541025495,-3.5828688349504034e-09,0.0,1.1672071926233651,0.34853207895534366,-3.5828688349504034e-09,-0.712749541025495,0.0
636,-0.7092468378394738,-4.6844032541848435e-09,0.0,1.1686662758344686,0.3521196965903417,-4.6844032541848435e-09,-0.7092468378394738,0.0
637,-0.7057071470936882,-3.451491648043259e-09,0.0,1.1701283178753863,0.35591782273752814,-3.451491648043259e-09,-0.7057071470936882,0.0
638,-0.7021284813847233,-2.5961682248443196e-09,0.0,1.1715937828054304,0.3598845980314791,-2.5961682248443196e-09,-0.7021284813847233,0.0
639,-0.6985094551330586,-1.1856349235728203e-09,0.0,1.1730628569978567,0.3639470484243401,-1.1856349235728203e-09,-0.6985094551330586,0.0
640,-0.6948495404162365,2.5401195591356895e-09,0.0,1.1745353742972984,0.36801755933015823,2.5401195591356895e-09,-0.6948495404162365,0.0
641,-0.6911491039464555,5.391252722031226e-09,0.0,1.1760107938349844,0.3720140158759766,5.391252722031226e-09,-0.6911491039464555,0.0
642,-0.687409260098717,5.512753864511666e-09,0.0,1.1774882916481295,0.3758633140000245,5.512753864511666e-09,-0.687409260098717,0.0
643,-0.683631837666455,1.1498901275608375e-09,0.0,1.1789667611815065,0.3795214994379681,1.1498901275608375e-09,-0.683631837666455,0.0
644,-0.6798188301099576,3.9970465270933175e-09,0.0,1.180445069322704,0.3829935290832365,3.9970465270933175e-09,-0.6798188301099576,0.0
645,-0.6759719670847902,1.937732585499674e-09,0.0,1.1819222287051305,0.3863133761291271,1.937732585499674e-09,-0.6759719670847902,0.0
646,-0.672092562587375,-1.7459358403471015e-09,0.0,1.1833974080180454,0.3872991002930537,-1.7459358403471015e-09,-0.672092562587375,0.0
647,-0.6682259850789292,7.543182189984066e-10,0.0,1.1848532410177524,0.3709668760556173,7.543182189984066e-10,-0.6682259850789292,0.0
648,-0.6646732250662627,-3.0513115367725163e-09,0.0,1.1861778766640516,0.33903749970301544,-3.0513115367725163e-09,-0.6646732250662627,0.0
649,-0.6614452350848689,-3.3531514787021877e-09,0.0,1.1873705188287593,0.3212219789904991,-3.3531514787021877e-09,-0.6614452350848689,0.0
650,-0.6582487854864527,1.8099454157649575e-09,0.0,1.1885416366823636,0.32088596351799725,1.8099454157649575e-09,-0.6582487854864527,0.0
651,-0.6550275158145089,4.8476098690741765e-09,0.0,1.1897120172855646,0.32346062505512196,4.8476098690741765e-09,-0.6550275158145089,0.0
652,-0.6517795729853503,-1.2253288939056972e-09,0.0,1.190882133935176,0.3261911673619222,-1.2253288939056972e-09,-0.6517795729853503,0.0
653,-0.6485036924672705,-6.981016542617624e-09,0.0,1.1920522153458974,0.3290142382057937,-6.981016542617624e-09,-0.6485036924672705,0.0
654,-0.6451992882212344,-1.6712622952219647e-09,0.0,1.1932222335806433,0.33185771574567036,-1.6712622952219647e-09,-0.6451992882212344,0.0
655,-0.6418665381523571,1.724275722203572e-09,0.0,1.1943918934975803,0.3346437251760037,1.724275722203572e-09,-0.6418665381523571,0.0
656,-0.6385064137177143,3.726858877062256e-09,0.0,1.1955606253408544,0.3373035830791127,3.726858877062256e-09,-0.6385064137177143,0.0
657,-0.6351204664907748,1.9752197100153523e-09,0.0,1.196727668475194,0.3397924810357944,1.9752197100153523e-09,-0.6351204664907748,0.0
658,-0.6317105640969984,-4.272195153198766e-09,0.0,1.1978921780664906,0.34209780423029024,-4.272195153198766e-09,-0.6317105640969984,0.0
659,-0.628278510406169,-4.943268572255022e-09,0.0,1.1990533472499352,0.34424359936529036,-4.943268572255022e-09,-0.628278510406169,0.0
660,-0.6248256921096926,4.6904921058299465e-09,0.0,1.2002105279418231,0.34628729267179303,4.6904921058299465e-09,-0.6248256921096926,0.0
661,-0.6213527645527331,9.961940938829628e-09,0.0,1.2013633465936309,0.3483026154265878,9.961940938829628e-09,-0.6213527645527331,0.0
662,-0.6178596398011609,-1.08038372692576e-09,0.0,1.2025116665725761,0.3503703898141475,-1.08038372692576e-09,-0.6178596398011609,0.0
663,-0.6143453567564502,-3.5280475763066477e-09,0.0,1.203655632122548,0.35257165249163447,-3.5280475763066477e-09,-0.6143453567564502,0.0
664,-0.6108082067513282,4.209768700302874e-09,0.0,1.2047956194812666,0.3549622612792014,4.209768700302874e-09,-0.6108082067513282,0.0
665,-0.6072461115308662,5.72894387484979e-09,0.0,1.205932103654898,0.3575564809944032,5.72894387484979e-09,-0.6072461115308662,0.0
666,-0.6036570771314401,9.654533283942612e-10,0.0,1.2070655038332359,0.36033052197283477,9.654533283942612e-10,-0.6036570771314401,0.0
667,-0.6000395010914095,3.349627963888935e-09,0.0,1.2081960797631195,0.36323091042344546,3.349627963888935e-09,-0.6000395010914095,0.0
668,-0.5963924589229712,6.519773443347532e-09,0.0,1.2093238687372707,0.36617741880987653,6.519773443347532e-09,-0.5963924589229712,0.0
669,-0.5927159527152119,2.402194332340457e-09,0.0,1.2104486165952086,0.36907931542012884,2.402194332340457e-09,-0.5927159527152119,0.0
670,-0.5890108726145686,7.993163908537326e-10,0.0,1.2115697942814925,0.3718558802024541,7.993163908537326e-10,-0.5890108726145686,0.0
671,-0.5852788351111629,-9.758027164075145e-10,0.0,1.2126866678822248,0.37444842040875725,-9.758027164075145e-10,-0.5852788351111629,0.0
672,-0.5815219042063935,-3.7160258203883245e-10,0.0,1.2137983856978873,0.37683588007848545,-3.7160258203883245e-10,-0.5815219042063935,0.0
673,-0.5777421175095931,2.3058810416642928e-09,0.0,1.2149041543697006,0.37903543967694464,2.3058810416642928e-09,-0.5777421175095931,0.0
674,-0.5739411954128546,9.038690906848501e-10,0.0,1.2160032834093497,0.38109257883886527,9.038690906848501e-10,-0.5739411954128546,0.0
675,-0.5701202659328158,-3.7298242272498783e-10,0.0,1.217095255513528,0.3830857320194503,-3.7298242272498783e-10,-0.5701202659328158,0.0
676,-0.5662794807724656,8.165427778372703e-10,0.0,1.2181798769383103,0.38510894462026046,8.165427778372703e-10,-0.5662794807724656,0.0
677,-0.5624180870404106,-1.3094708650740472e-10,0.0,1.2192571838886794,0.38724717673485065,-1.3094708650740472e-10,-0.5624180870404106,0.0
678,-0.5585345372377686,8.358115310969083e-10,0.0,1.2203274140585993,0.3895717584005809,8.358115310969083e-10,-0.5585345372377686,0.0
