counter,timestamp,address,args,arg_types
75,11:32:16.400,/adm/obj/3/xyz,"[0.3499999940395355, 1.0, 0.0]","float, float, float"
76,11:32:16.400,/adm/obj/4/xyz,"[0.8500000238418579, 1.0, 0.0]","float, float, float"
77,11:32:17.401,/adm/obj/4/xyz,"[0.8500000238418579, 1.0, 0.0]","float, float, float"
78,11:32:17.408,/adm/obj/1/xyz,"[-0.8500000238418579, 1.0, 0.0]","float, float, float"
79,11:32:17.408,/adm/obj/2/xyz,"[-0.3499999940395355, 1.0, 0.0]","float, float, float"
80,11:32:17.408,/adm/obj/3/xyz,"[0.3499999940395355, 1.0, 0.0]","float, float, float"
81,11:32:18.398,/adm/obj/4/xyz,"[0.8500000238418579, 0.0, 0.0]","float, float, float"
82,11:32:18.398,/adm/obj/3/xyz,"[0.3499999940395355, 0.0, 0.0]","float, float, float"
83,11:32:18.398,/adm/obj/1/xyz,"[-0.8500000238418579, 0.0, 0.0]","float, float, float"
84,11:32:18.398,/adm/obj/2/xyz,"[-0.3499999940395355, 0.0, 0.0]","float, float, float"
85,11:32:19.398,/adm/obj/1/xyz,"[-0.8500000238418579, 0.0, 0.0]","float, float, float"
86,11:32:19.398,/adm/obj/2/xyz,"[-0.3499999940395355, 0.0, 0.0]","float, float, float"
87,11:32:19.398,/adm/obj/3/xyz,"[0.3499999940395355, 0.0, 0.0]","float, float, float"
88,11:32:19.398,/adm/obj/4/xyz,"[0.8500000238418579, 0.0, 0.0]","float, float, float"
89,11:32:20.400,/adm/obj/1/xyz,"[-0.8500000238418579, 0.0, 0.0]","float, float, float"
90,11:32:20.401,/adm/obj/2/xyz,"[-0.3499999940395355, 0.0, 0.0]","float, float, float"
91,11:32:20.401,/adm/obj/3/xyz,"[0.3499999940395355, 0.0, 0.0]","float, float, float"
92,11:32:20.401,/adm/obj/4/xyz,"[0.8500000238418579, 0.0, 0.0]","float, float, float"
93,11:32:21.397,/adm/obj/1/xyz,"[-0.8500000238418579, 0.0, 0.0]","float, float, float"
94,11:32:21.398,/adm/obj/2/xyz,"[-0.3499999940395355, 0.0, 0.0]","float, float, float"
95,11:32:21.398,/adm/obj/3/xyz,"[0.3499999940395355, 0.0, 0.0]","float, float, float"
96,11:32:21.398,/adm/obj/4/xyz,"[0.8500000238418579, 0.0, 0.0]","float, float, float"
97,11:32:22.397,/adm/obj/4/xyz,"[0.8500000238418579, 0.0, 0.0]","float, float, float"
98,11:32:22.397,/adm/obj/3/xyz,"[0.3499999940395355, 0.0, 0.0]","float, float, float"
99,11:32:22.397,/adm/obj/1/xyz,"[-0.8500000238418579, 0.0, 0.0]","float, float, float"
100,11:32:22.397,/adm/obj/2/xyz,"[-0.3499999940395355, 0.0, 0.0]","float, float, float"
101,11:32:23.399,/adm/obj/1/xyz,"[-0.8500000238418579, 0.0, 0.0]","float, float, float"
102,11:32:23.400,/adm/obj/2/xyz,"[-0.3499999940395355, 0.0, 0.0]","float, float, float"
103,11:32:23.400,/adm/obj/3/xyz,"[0.3499999940395355, 0.0, 0.0]","float, float, float"
104,11:32:23.400,/adm/obj/4/xyz,"[0.8500000238418579, 0.0, 0.0]","float, float, float"
105,11:32:24.402,/adm/obj/1/xyz,"[-0.8500000238418579, 0.0, 0.0]","float, float, float"
106,11:32:24.409,/adm/obj/2/xyz,"[-0.3499999940395355, 0.0, 0.0]","float, float, float"
107,11:32:24.411,/adm/obj/3/xyz,"[0.3499999940395355, 0.0, 0.0]","float, float, float"
108,11:32:24.412,/adm/obj/4/xyz,"[0.8500000238418579, 0.0, 0.0]","float, float, float"
109,11:32:25.401,/adm/obj/3/xyz,"[0.3499999940395355, 0.0, 0.0]","float, float, float"
110,11:32:25.408,/adm/obj/1/xyz,"[-0.8500000238418579, 0.0, 0.0]","float, float, float"
111,11:32:25.410,/adm/obj/2/xyz,"[-0.3499999940395355, 0.0, 0.0]","float, float, float"
112,11:32:25.410,/adm/obj/4/xyz,"[0.8500000238418579, 0.0, 0.0]","float, float, float"
