time_s,cx,cy,cz,theta,bed_FB,FB_group,bed_LR,bed_height,bed_spread,x_lr,y_fb,z_height,cy_smooth,cy_speed,zone,obj_cx,obj_cy,obj_cz,obj_spread
1.85,0.0,-0.5222302169514088,6.452550575081558e-09,-1.5707963267948966,-0.5222302974546122,-0.6030195119409625,0.0,1.2905950650546775e-08,0.8528044921663702,0.0,-0.5222302169514088,6.452550575081558e-09,-0.5222284813799173,0.1453648209626679,rear_center_mid,0.0,-0.6300092851540892,0.0,0.0
1.86,0.0,-0.5207749290415169,6.450337350537101e-09,-1.5707963267948966,-0.520775159390668,-0.601339090208164,0.0,1.2901374356348312e-08,0.8536938685898852,0.0,-0.5207749290415169,6.450337350537101e-09,-0.5207739367235149,0.1455111397100916,rear_center_mid,0.0,-0.6280092633135469,0.0,0.0
1.87,0.0,-0.5193186781387903,6.449644351887035e-09,-1.5707963267948966,-0.5193190412591517,-0.5996575565068488,0.0,1.2899707969831624e-08,0.8545804385465573,0.0,-0.5193186781387903,6.449644351887035e-09,-0.5193182585857155,0.1456006658733244,rear_center_mid,0.0,-0.6260093828864043,0.0,0.0
1.88,0.0,-0.5178620703901398,6.449824044818887e-09,-1.5707963267948966,-0.5178625010542017,-0.5979756107552544,0.0,1.2899704381300876e-08,0.855463867443425,0.0,-0.5178620703901398,6.449824044818887e-09,-0.5178619234060484,0.1456553815085803,rear_center_mid,0.0,-0.6240094367698994,0.0,0.0
1.89,0.0,-0.5164053984067212,6.450047305380034e-09,-1.5707963267948966,-0.5164057947660695,-0.5962935908317337,0.0,1.2899771780718329e-08,0.8563440078690528,0.0,-0.5164053984067212,6.450047305380034e-09,-0.5164051509555438,0.1457024143894536,rear_center_mid,0.0,-0.6220094133893347,0.0,0.0
1.9,0.0,-0.5149485410530736,6.449459149686725e-09,-1.5707963267948966,-0.5149488347661179,-0.5946113568612018,0.0,1.2898273961044396e-08,0.857220921049947,0.0,-0.5149485410530736,6.449459149686725e-09,-0.5149478751182593,0.1457703904864438,rear_center_mid,0.0,-0.6200095037925265,0.0,0.0
1.91,0.0,-0.5134910667889943,6.447342636254507e-09,-1.5707963267948966,-0.5134912060323401,-0.592928410544035,0.0,1.2893842347309821e-08,0.8580948632958432,0.0,-0.5134910667889943,6.447342636254507e-09,-0.513489743145815,0.1458842267149318,rear_center_mid,0.0,-0.6180095767625966,0.0,0.0
1.92,0.0,-0.5120322989523673,6.4432577630246565e-09,-1.5707963267948966,-0.5120322442802185,-0.5912439705381741,0.0,1.2885639205801588e-08,0.8589662359196648,0.0,-0.5120322989523673,6.4432577630246565e-09,-0.5120301905839607,0.1460588011299446,rear_center_mid,0.0,-0.6160096119611161,0.0,0.0
1.93,0.0,-0.510571410527918,6.437128804687078e-09,-1.5707963267948966,-0.5105711752680956,-0.5895570818886445,0.0,1.2873519899818974e-08,0.8598354996535276,0.0,-0.510571410527918,6.437128804687078e-09,-0.5105685671232161,0.1462966476248828,rear_center_mid,0.0,-0.6140096416913801,0.0,0.0
1.94,0.0,-0.5091076355974502,6.429258786467118e-09,-1.5707963267948966,-0.509107271831972,-0.5878668601892585,0.0,1.2858060224661238e-08,0.8607030804743244,0.0,-0.5091076355974502,6.429258786467118e-09,-0.509104257631463,0.1465880785267492,rear_center_mid,0.0,-0.6120096978332444,0.0,0.0
1.95,0.0,-0.5076404237493504,6.420268297720875e-09,-1.5707963267948966,-0.5076399974568181,-0.5861726698793597,0.0,1.2840443783909384e-08,0.8615692856675741,0.0,-0.5076404237493504,6.420268297720875e-09,-0.5076368055526811,0.1469120502623599,rear_center_mid,0.0,-0.6100098025016607,0.0,0.0
1.96,0.0,-0.5061695193302291,6.410973836734826e-09,-1.5707963267948966,-0.5061691165998189,-0.5844742157557483,0.0,1.2822231398497762e-08,0.8624342411210855,0.0,-0.5061695193302291,6.410973836734826e-09,-0.5061660166262159,0.1472406716061303,rear_center_mid,0.0,-0.6080097878355604,0.0,0.0
1.97,0.0,-0.5046950385584578,6.4022304543791064e-09,-1.5707963267948966,-0.5046947409545174,-0.5827716320157442,0.0,1.2805061726884795e-08,0.8632978674968992,0.0,-0.5046950385584578,6.4022304543791064e-09,-0.5046919921205585,0.1475453289025985,rear_center_mid,0.0,-0.6060098394571558,0.0,0.0
1.98,0.0,-0.5032174658955915,6.394769976156379e-09,-1.5707963267948966,-0.5032173124053206,-0.581065478067283,0.0,1.279034161603093e-08,0.8641598941269995,0.0,-0.5032174658955915,6.394769976156379e-09,-0.5032151100481639,0.1478010506015314,rear_center_mid,0.0,-0.6040099417382888,0.0,0.0
1.99,0.0,-0.5017375130691635,6.389063727032011e-09,-1.5707963267948966,-0.5017374326710058,-0.5793565757424771,0.0,1.2778974076784671e-08,0.8650199606601382,0.0,-0.5017375130691635,6.389063727032011e-09,-0.5017359711085279,0.1479911345273088,rear_center_mid,0.0,-0.6020099248365914,0.0,0.0
2.0,0.0,-0.5002560133873774,6.385241267482217e-09,-1.5707963267948966,-0.5002531319389086,-0.5776458872627427,0.0,1.2770928003275767e-08,0.8658791730794003,0.0,-0.5002560133873774,6.385241267482217e-09,-0.5002552873576177,0.1481007898681885,rear_center_mid,0.0,-0.6000100151038565,0.0,0.0
2.01,0.0,-0.4987738246320493,6.383065622453409e-09,-1.5707963267948966,-0.49876609830150637,-0.575934403109232,0.0,1.2765825969726833e-08,0.866736543313994,0.0,-0.4987738246320493,6.383065622453409e-09,-0.4987739553111641,0.1478132552603817,rear_center_mid,0.0,-0.5980100923852814,0.0,0.0
2.02,0.0,-0.4972916198039064,6.381975579473714e-09,-1.5707963267948966,-0.4972861381870681,-0.5742229003963107,0.0,1.2763515550173575e-08,0.8675864969408942,0.0,-0.4972916198039064,6.381975579473714e-09,-0.4972990222524101,0.1467010009994218,rear_center_mid,0.0,-0.5960100585482118,0.0,0.0
2.03,0.0,-0.4958108056633237,6.381241226380519e-09,-1.5707963267948966,-0.4958228931297781,-0.5725130035110233,0.0,1.2763442479667376e-08,0.8684236104447327,0.0,-0.4958108056633237,6.381241226380519e-09,-0.4958399352911756,0.1449688954233835,rear_center_mid,0.0,-0.5940101698838571,0.0,0.0
2.04,0.0,-0.4943628477753935,6.381584043051811e-09,-1.5707963267948966,-0.4943816224561089,-0.5708410457582411,0.0,1.2764501973515285e-08,0.8692449889051591,0.0,-0.4943628477753935,6.381584043051811e-09,-0.4943996443439424,0.1431013228914229,rear_center_mid,0.0,-0.5920102423771747,0.0,0.0
2.05,0.0,-0.4929605785812048,6.382937707950612e-09,-1.5707963267948966,-0.4929631947117459,-0.5692218447646055,0.0,1.2765349695074238e-08,0.8700502495293592,0.0,-0.4929605785812048,6.382937707950612e-09,-0.4929779088333472,0.1412795778248793,rear_center_mid,0.0,-0.5900102218917738,0.0,0.0
2.06,0.0,-0.4915723698958831,6.383196222963416e-09,-1.5707963267948966,-0.49156416031347905,-0.5676188794482525,0.0,1.276468357295634e-08,0.8708414593068737,0.0,-0.4915723698958831,6.383196222963416e-09,-0.4915740527874448,0.1398461386978494,rear_center_mid,0.0,-0.5880103042228326,0.0,0.0
2.07,0.0,-0.4901829422509307,6.381417240741381e-09,-1.5707963267948966,-0.490176864552138,-0.5660145065987884,0.0,1.2761438701870826e-08,0.8716230510678684,0.0,-0.4901829422509307,6.381417240741381e-09,-0.4901809860593902,0.1392534399129591,rear_center_mid,0.0,-0.5860103621464732,0.0,0.0
2.08,0.0,-0.4887915254338119,6.3777874674080724e-09,-1.5707963267948966,-0.4887898871035136,-0.5644078368513623,0.0,1.2754886742861099e-08,0.8724015550484822,0.0,-0.4887915254338119,6.3777874674080724e-09,-0.4887889839891856,0.1393167785884108,rear_center_mid,0.0,-0.5840104133856145,0.0,0.0
2.09,0.0,-0.4873975141351203,6.3728359121623674e-09,-1.5707963267948966,-0.48739711951155346,-0.5627981712548172,0.0,1.2745462406829873e-08,0.8731804226773561,0.0,-0.4873975141351203,6.3728359121623674e-09,-0.487394650487622,0.1395635062860972,rear_center_mid,0.0,-0.5820104492541397,0.0,0.0
2.1,0.0,-0.4860005682301821,6.367327304111341e-09,-1.5707963267948966,-0.48600017543773844,-0.5611851170669222,0.0,1.273482256035192e-08,0.8739587099125299,0.0,-0.4860005682301821,6.367327304111341e-09,-0.4859977138634637,0.1398237132895496,rear_center_mid,0.0,-0.5800105005609099,0.0,0.0
2.11,0.0,-0.4846007023880647,6.362115748019954e-09,-1.5707963267948966,-0.4846003760528461,-0.5595686912259608,0.0,1.2724739459538637e-08,0.8747356558690863,0.0,-0.4846007023880647,6.362115748019954e-09,-0.484598176221831,0.14006943554348,rear_center_mid,0.0,-0.5780105875749345,0.0,0.0
2.12,0.0,-0.4831982591301391,6.357981574706441e-09,-1.5707963267948966,-0.48319805477313743,-0.5579492892414558,0.0,1.2716712146224872e-08,0.8755110669564441,0.0,-0.4831982591301391,6.357981574706441e-09,-0.4831963251525941,0.1402748333520109,rear_center_mid,0.0,-0.576010586358047,0.0,0.0
2.13,0.0,-0.4817938372256484,6.355485350137295e-09,-1.5707963267948966,-0.4817938116295579,-0.5563276025125115,0.0,1.2711821710500238e-08,0.8762846056223705,0.0,-0.4817938372256484,6.355485350137295e-09,-0.4817926795547907,0.1404217056149126,rear_center_mid,0.0,-0.5740106473321037,0.0,0.0
2.14,0.0,-0.4803882587889361,6.354866814490565e-09,-1.5707963267948966,-0.48038840589938175,-0.5547045803349756,0.0,1.2710531216432017e-08,0.8770558518512019,0.0,-0.4803882587889361,6.354866814490565e-09,-0.4803878910402958,0.1405023332839566,rear_center_mid,0.0,-0.5720107479905264,0.0,0.0
2.15,0.0,-0.4789823402411655,6.3560013396820125e-09,-1.5707963267948966,-0.47898262508357964,-0.5530811654308191,0.0,1.2712600031566725e-08,0.8778243763470697,0.0,-0.4789823402411655,6.3560013396820125e-09,-0.4789826328891116,0.1405201913778686,rear_center_mid,0.0,-0.5700107151308604,0.0,0.0
2.16,0.0,-0.4775767598155901,6.358422602615396e-09,-1.5707963267948966,-0.47757713878347424,-0.5514581409563976,0.0,1.2717128484906927e-08,0.8785898201392007,0.0,-0.4775767598155901,6.358422602615396e-09,-0.4775774872127384,0.1404905838763653,rear_center_mid,0.0,-0.5680108070395028,0.0,0.0
2.17,0.0,-0.476171968374218,6.3614072414810015e-09,-1.5707963267948966,-0.47617237666788115,-0.5498360275223967,0.0,1.2722725200413992e-08,0.8793519594718212,0.0,-0.476171968374218,6.3614072414810015e-09,-0.4761728212115843,0.1404376284530079,rear_center_mid,0.0,-0.5660108989527446,0.0,0.0
2.18,0.0,-0.4747681088437823,6.3641085328339614e-09,-1.5707963267948966,-0.4747684553216452,-0.5482149901664878,0.0,1.2727766676933051e-08,0.8801107429936547,0.0,-0.4747681088437823,6.3641085328339614e-09,-0.4747687346436783,0.1403884654642612,rear_center_mid,0.0,-0.5640108660872312,0.0,0.0
2.19,0.0,-0.4733649287831655,6.3657164661553505e-09,-1.5707963267948966,-0.4733651586205086,-0.5465947373948684,0.0,1.2730704838381991e-08,0.880866298982305,0.0,-0.4733649287831655,6.3657164661553505e-09,-0.4733650519022991,0.1403695899616835,rear_center_mid,0.0,-0.5620109667421397,0.0,0.0
2.2,0.0,-0.4719619074016353,6.365614658822746e-09,-1.5707963267948966,-0.4719619792023164,-0.5449746678502695,0.0,1.2730363610447624e-08,0.8816189098538513,0.0,-0.4719619074016353,6.365614658822746e-09,-0.4719613428444446,0.1404019153789737,rear_center_mid,0.0,-0.5600110277282586,0.0,0.0
2.21,0.0,-0.4705583461086944,6.363499553094622e-09,-1.5707963267948966,-0.4705582197035473,-0.5433539748699019,0.0,1.2726166296470888e-08,0.8823689553788527,0.0,-0.4705583461086944,6.363499553094622e-09,-0.4705570135947196,0.1404952704198353,rear_center_mid,0.0,-0.558011026504633,0.0,0.0
2.22,0.0,-0.4691534230849456,6.359442621640767e-09,-1.5707963267948966,-0.46915313522070146,-0.5417317094984572,0.0,1.271824807505791e-08,0.8831168351356589,0.0,-0.4691534230849456,6.359442621640767e-09,-0.4691514374360479,0.1406471015999139,rear_center_mid,0.0,-0.5560111135195978,0.0,0.0
2.23,0.0,-0.4677464625951573,6.353874524486647e-09,-1.5707963267948966,-0.4677460826194149,-0.5401070914640509,0.0,1.2707428825427306e-08,0.8838628889321529,0.0,-0.4677464625951573,6.353874524486647e-09,-0.4677440715627213,0.1408439137824207,rear_center_mid,0.0,-0.5540111648334564,0.0,0.0
2.24,0.0,-0.4663370479898069,6.347499904594116e-09,-1.5707963267948966,-0.46633664428596167,-0.5384796396611752,0.0,1.2695053243857868e-08,0.8846073326649719,0.0,-0.4663370479898069,6.347499904594116e-09,-0.4663345591603995,0.1410625346771055,rear_center_mid,0.0,-0.5520112006832574,0.0,0.0
2.25,0.0,-0.4649250780350025,6.341160677292999e-09,-1.5707963267948966,-0.46492471953307407,-0.536849237194905,0.0,1.268273164844838e-08,0.8853502125132259,0.0,-0.4649250780350025,6.341160677292999e-09,-0.4649228208691792,0.1412747270076481,rear_center_mid,0.0,-0.5500112519185009,0.0,0.0
2.26,0.0,-0.4635107840970851,6.335672904239276e-09,-1.5707963267948966,-0.46351054290678906,-0.5352161512239867,0.0,1.2672031890178523e-08,0.8860913983026868,0.0,-0.4635107840970851,6.335672904239276e-09,-0.4635090646202465,0.1414539622653116,rear_center_mid,0.0,-0.5480113098344556,0.0,0.0
2.27,0.0,-0.4620947316288443,6.3316758620601785e-09,-1.5707963267948966,-0.46209464604141354,-0.5335810346769884,0.0,1.2664184876035341e-08,0.886830606929535,0.0,-0.4620947316288443,6.3316758620601785e-09,-0.462093741623873,0.1415789920551025,rear_center_mid,0.0,-0.5460113921611905,0.0,0.0
2.28,0.0,-0.4606776813504939,6.329514242275221e-09,-1.5707963267948966,-0.46067776160953156,-0.5319447659579116,0.0,1.265985555880847e-08,0.8875674550869022,0.0,-0.4606776813504939,6.329514242275221e-09,-0.4606774847791445,0.1416377945895719,rear_center_mid,0.0,-0.5440113716882904,0.0,0.0
2.29,0.0,-0.4592604330079389,6.3291750855554135e-09,-1.5707963267948966,-0.45926069089541216,-0.5303082685337848,0.0,1.2659020165259972e-08,0.8883015296388981,0.0,-0.4592604330079389,6.3291750855554135e-09,-0.4592609857320816,0.1416309231836027,rear_center_mid,0.0,-0.5420114441729,0.0,0.0
2.3000000000000003,0.0,-0.4578437938113602,6.330292493981176e-09,-1.5707963267948966,-0.45784416362114383,-0.5286724744906797,0.0,1.266097166862307e-08,0.8890324605144849,0.0,-0.4578437938113602,6.330292493981176e-09,-0.4578448663154724,0.1415705792080251,rear_center_mid,0.0,-0.5400115555051389,0.0,0.0
2.31,0.0,-0.4564282888617704,6.332211995627257e-09,-1.5707963267948966,-0.4564286956404543,-0.5270379901630924,0.0,1.2664450250886482e-08,0.889759992970104,0.0,-0.4564282888617704,6.332211995627257e-09,-0.456429574147921,0.1414781273860299,rear_center_mid,0.0,-0.5380115216790328,0.0,0.0
2.32,0.0,-0.4550141345457983,6.334111637052616e-09,-1.5707963267948966,-0.45501451012881594,-0.5254050654128729,0.0,1.2667879120027685e-08,0.8904840257986225,0.0,-0.4550141345457983,6.334111637052616e-09,-0.4550153037677518,0.1413808482207346,rear_center_mid,0.0,-0.5360115989620046,0.0,0.0
2.33,0.0,-0.453601220512737,6.335157167753801e-09,-1.5707963267948966,-0.4536014769976516,-0.5237735728180949,0.0,1.2669661039311909e-08,0.8912046391379459,0.0,-0.453601220512737,6.335157167753801e-09,-0.4536019571835064,0.1413067260674999,rear_center_mid,0.0,-0.5340116892430395,0.0,0.0
2.34,0.0,-0.452189081107093,6.334660596425902e-09,-1.5707963267948966,-0.4521843617818987,-0.5221429746861874,0.0,1.266833409229877e-08,0.8919244622171841,0.0,-0.452189081107093,6.334660596425902e-09,-0.4521891692464018,0.1412769242017775,rear_center_mid,0.0,-0.5320116723503516,0.0,0.0
2.35,0.0,-0.450777060890133,6.332216159907332e-09,-1.5707963267948966,-0.4507619557760335,-0.5205125141817383,0.0,1.2663105652628532e-08,0.8926440788079905,0.0,-0.450777060890133,6.332216159907332e-09,-0.4507764186994708,0.1407744972373531,rear_center_mid,0.0,-0.5300117746218497,0.0,0.0
2.36,0.0,-0.4493643491762481,6.327777710478915e-09,-1.5707963267948966,-0.44934978457803654,-0.5188812552056434,0.0,1.2654396330107618e-08,0.8933557438653112,0.0,-0.4493643491762481,6.327777710478915e-09,-0.4493736793016548,0.1388555518851086,rear_center_mid,0.0,-0.5280118262464173,0.0,0.0
2.37,0.0,-0.447950381811143,6.321672742686361e-09,-1.5707963267948966,-0.4479672099660725,-0.5172485463285972,0.0,1.2643451864072583e-08,0.89404988170203,0.0,-0.447950381811143,6.321672742686361e-09,-0.4479993076617686,0.1356190800556211,rear_center_mid,0.0,-0.5260118115867225,0.0,0.0
2.38,0.0,-0.4465875235236565,6.315355987563593e-09,-1.5707963267948966,-0.44662560134721047,-0.5156748531310172,0.0,1.2631848350180778e-08,0.8947209598137558,0.0,-0.4465875235236565,6.315355987563593e-09,-0.4466612977005423,0.1319892857707949,rear_center_mid,0.0,-0.5240119162354722,0.0,0.0
2.39,0.0,-0.4453172229076625,6.310294308210304e-09,-1.5707963267948966,-0.4453284189398722,-0.5142080363263987,0.0,1.2621258059893826e-08,0.8953674191316555,0.0,-0.4453172229076625,6.310294308210304e-09,-0.4453595219463527,0.1283600265150342,rear_center_mid,0.0,-0.5220119723758018,0.0,0.0
2.4,0.0,-0.4440870110840017,6.306511075803177e-09,-1.5707963267948966,-0.44407124433129563,-0.5127875100717256,0.0,1.2613151572431828e-08,0.8959916311143175,0.0,-0.4440870110840017,6.306511075803177e-09,-0.4440940971702417,0.1252356633282048,rear_center_mid,0.0,-0.5200120020963049,0.0,0.0
2.41,0.0,-0.4428554704053,6.3040586836843424e-09,-1.5707963267948966,-0.442841718782714,-0.5113654493872706,0.0,1.2608492098326337e-08,0.8965999008767392,0.0,-0.4428554704053,6.3040586836843424e-09,-0.4428548086797886,0.1235408075533461,rear_center_mid,0.0,-0.5180120372917126,0.0,0.0
2.42,0.0,-0.4416232579305876,6.303379881863418e-09,-1.5707963267948966,-0.4416195013088354,-0.5099426129793992,0.0,1.2607483280884796e-08,0.897202459609294,0.0,-0.4416232579305876,6.303379881863418e-09,-0.4416232810191747,0.1231533544240187,rear_center_mid,0.0,-0.5160121102727967,0.0,0.0
2.43,0.0,-0.4403910810713913,6.3045748691272085e-09,-1.5707963267948966,-0.44039124933360074,-0.5085198176965716,0.0,1.2609880582960058e-08,0.8978059586460283,0.0,-0.4403910810713913,6.3045748691272085e-09,-0.4403917415913083,0.1231259854006239,rear_center_mid,0.0,-0.5140122006655113,0.0,0.0
2.44,0.0,-0.4391595846045931,6.3073829510384304e-09,-1.5707963267948966,-0.4391598689717268,-0.5070978080630296,0.0,1.2615250021127564e-08,0.8984089292252724,0.0,-0.4391595846045931,6.3073829510384304e-09,-0.4391607613111623,0.1230483962284867,rear_center_mid,0.0,-0.5120121772837201,0.0,0.0
2.45,0.0,-0.4379293139446695,6.311231054993173e-09,-1.5707963267948966,-0.4379352735552755,-0.5056772138692277,0.0,1.2622505338564544e-08,0.8990065421030564,0.0,-0.4379293139446695,6.311231054993173e-09,-0.4379307736667385,0.1229377313307578,rear_center_mid,0.0,-0.5100122311797877,0.0,0.0
2.46,0.0,-0.4367005690045696,6.315335825352656e-09,-1.5707963267948966,-0.4367197966489955,-0.5042583814248986,0.0,1.2630107706717662e-08,0.8995977255251951,0.0,-0.4367005690045696,6.315335825352656e-09,-0.4367020066845471,0.1234325591845136,rear_center_mid,0.0,-0.508012350752239,0.0,0.0
2.47,0.0,-0.435473319708469,6.318851375024059e-09,-1.5707963267948966,-0.43549355087150715,-0.5028412760015677,0.0,1.2636789825257323e-08,0.9001920597653862,0.0,-0.435473319708469,6.318851375024059e-09,-0.4354621224830483,0.1258120298675419,rear_center_mid,0.0,-0.5060123289288276,0.0,0.0
2.48,0.0,-0.4342472461604345,6.321031304048123e-09,-1.5707963267948966,-0.43422898273897914,-0.5014255282153128,0.0,1.2641602751134998e-08,0.9008026872516576,0.0,-0.4342472461604345,6.321031304048123e-09,-0.4341857660871963,0.1301215174566716,rear_center_mid,0.0,-0.5040124058864117,0.0,0.0
2.49,0.0,-0.432960163597099,6.321915587276157e-09,-1.5707963267948966,-0.4329091392420685,-0.4999393332863905,0.0,1.2643868019512244e-08,0.9014375759494402,0.0,-0.432960163597099,6.321915587276157e-09,-0.4328596921339148,0.135123344770488,rear_center_mid,0.0,-0.5020124828330934,0.0,0.0
2.5,0.0,-0.4315475319654094,6.3218985528446e-09,-1.5707963267948966,-0.43152778758980603,-0.4983081667807491,0.0,1.2643366263004834e-08,0.9020995000406827,0.0,-0.4315475319654094,6.3218985528446e-09,-0.4314832991917865,0.1401849238438141,rear_center_mid,0.0,-0.5000124609966164,0.0,0.0
2.51,0.0,-0.4300701992381621,6.320639007049242e-09,-1.5707963267948966,-0.4300895591267551,-0.4966022898853738,0.0,1.264039862855975e-08,0.9027860101490585,0.0,-0.4300701992381621,6.320639007049242e-09,-0.4300559936570385,0.1446835428862453,rear_center_mid,0.0,-0.4980125805648777,0.0,0.0
2.52,0.0,-0.4285913549978274,6.318115466354138e-09,-1.5707963267948966,-0.4286100830768501,-0.4948946676451661,0.0,1.263570958832936e-08,0.9034894097878949,0.0,-0.4285913549978274,6.318115466354138e-09,-0.4285896283340616,0.1473477076253282,rear_center_mid,0.0,-0.4960126344434473,0.0,0.0
2.53,0.0,-0.4271107184866947,6.315098404653905e-09,-1.5707963267948966,-0.4271161157680466,-0.4931849758689589,0.0,1.263028757365177e-08,0.9041967353647828,0.0,-0.4271107184866947,6.315098404653905e-09,-0.427109039504532,0.148129743068659,rear_center_mid,0.0,-0.49401261107505384,0.0,0.0
2.54,0.0,-0.4256283369822141,6.312434664910333e-09,-1.5707963267948966,-0.4256280048005681,-0.4914732691479533,0.0,1.2625395037260212e-08,0.9048982223921413,0.0,-0.4256283369822141,6.312434664910333e-09,-0.4256270334726884,0.1482547613412932,rear_center_mid,0.0,-0.4920127014734292,0.0,0.0
2.5500000000000003,0.0,-0.4241445878177612,6.310886058531904e-09,-1.5707963267948966,-0.424144393085107,-0.4897599831891152,0.0,1.2622528119900195e-08,0.9055945679900851,0.0,-0.4241445878177612,6.310886058531904e-09,-0.4241439442777061,0.1483349318372573,rear_center_mid,0.0,-0.4900127744443134,0.0,0.0
2.56,0.0,-0.4226601690789443,6.310987449693625e-09,-1.5707963267948966,-0.4226601445022846,-0.4880459240722116,0.0,1.2622821445387055e-08,0.9062882480726224,0.0,-0.4226601690789443,6.310987449693625e-09,-0.4226603348359433,0.1483515263750567,rear_center_mid,0.0,-0.4880128096507331,0.0,0.0
2.57,0.0,-0.4211759090229162,6.312950117451501e-09,-1.5707963267948966,-0.4211760747929901,-0.4863320481861989,0.0,1.2626682455094597e-08,0.9069788870200363,0.0,-0.4211759090229162,6.312950117451501e-09,-0.421176913750205,0.1482971263793903,rear_center_mid,0.0,-0.48601283936282197,0.0,0.0
2.58,0.0,-0.4196926712778807,6.316622442729711e-09,-1.5707963267948966,-0.41969300412306054,-0.484619352763046,0.0,1.2633818567870756e-08,0.907666113238804,0.0,-0.4196926712778807,6.316622442729711e-09,-0.4196943923083555,0.1481777400393208,rear_center_mid,0.0,-0.48401289549359755,0.0,0.0
2.59,0.0,-0.4182112315535224,6.32151798737013e-09,-1.5707963267948966,-0.4182116318897189,-0.4829087335151988,0.0,1.2643291130882043e-08,0.9083496170348376,0.0,-0.4182112315535224,6.32151798737013e-09,-0.4182133589494186,0.1480096787911444,rear_center_mid,0.0,-0.4820130001601203,0.0,0.0
2.6,0.0,-0.4167319806085138,6.326903237413464e-09,-1.5707963267948966,-0.4167323935965357,-0.4812006416519893,0.0,1.2653689254188487e-08,0.9090292149729068,0.0,-0.4167319806085138,6.326903237413464e-09,-0.4167341987325326,0.147818070266506,rear_center_mid,0.0,-0.4800129855013216,0.0,0.0
2.61,0.0,-0.4152550022842597,6.331932832478664e-09,-1.5707963267948966,-0.41525538153674396,-0.4794951739852292,0.0,1.2663393218576258e-08,0.909704883437269,0.0,-0.4152550022842597,6.331932832478664e-09,-0.4152569975440884,0.1476335929844724,rear_center_mid,0.0,-0.47801303714339316,0.0,0.0
2.62,0.0,-0.4137801079384861,6.335810976216893e-09,-1.5707963267948966,-0.41378033501132105,-0.4777921126896727,0.0,1.2670881525798139e-08,0.9103767599531011,0.0,-0.4137801079384861,6.335810976216893e-09,-0.4137815268728431,0.1474836428994569,rear_center_mid,0.0,-0.47601313942249274,0.0,0.0
2.63,0.0,-0.4123066653356598,6.337944197454542e-09,-1.5707963267948966,-0.41230669576265594,-0.4760907277226766,0.0,1.2675022703184892e-08,0.9110451147472904,0.0,-0.4123066653356598,6.337944197454542e-09,-0.4123073246860993,0.1473876340756963,rear_center_mid,0.0,-0.47401312251559563,0.0,0.0
2.64,0.0,-0.4108338781972961,6.338057796404463e-09,-1.5707963267948966,-0.4108337335127825,-0.4743900996210771,0.0,1.267529510666585e-08,0.9117102912369732,0.0,-0.4108338781972961,6.338057796404463e-09,-0.4108337741913292,0.1473557209773657,rear_center_mid,0.0,-0.4720132127879942,0.0,0.0
2.65,0.0,-0.4093609696747948,6.336251618870485e-09,-1.5707963267948966,-0.4093606714923159,-0.4726893313573659,0.0,1.2671888722693798e-08,0.9123726482453813,0.0,-0.4093609696747948,6.336251618870485e-09,-0.409360210266552,0.1473848064695998,rear_center_mid,0.0,-0.4700132900623295,0.0,0.0
2.66,0.0,-0.4078872498104091,6.332979737735572e-09,-1.5707963267948966,-0.40788684418305465,-0.4709876262369102,0.0,1.2665667791637483e-08,0.9130324891290681,0.0,-0.4078872498104091,6.332979737735572e-09,-0.4078860780619372,0.1474583805800927,rear_center_mid,0.0,-0.4680132562231485,0.0,0.0
2.67,0.0,-0.4064122883146,6.328960793973576e-09,-1.5707963267948966,-0.4064118548707292,-0.4692844874040659,0.0,1.2658003120834712e-08,0.9136899925620855,0.0,-0.4064122883146,6.328960793973576e-09,-0.4064110426549501,0.1475514927614912,rear_center_mid,0.0,-0.46601336756961864,0.0,0.0
2.68,0.0,-0.404936004312586,6.325037137062007e-09,-1.5707963267948966,-0.40493076357477,-0.4675798214725841,0.0,1.265038450143374e-08,0.9143473089711855,0.0,-0.404936004312586,6.325037137062007e-09,-0.4049350482067074,0.1476352169461875,rear_center_mid,0.0,-0.4640134400561818,0.0,0.0
2.69,0.0,-0.4034587011623609,6.322014459777843e-09,-1.5707963267948966,-0.4034409446914768,-0.4658739787300121,0.0,1.2644284150124e-08,0.9150055417182159,0.0,-0.4034587011623609,6.322014459777843e-09,-0.4034583383160264,0.1471455770876428,rear_center_mid,0.0,-0.46201341957322456,0.0,0.0
2.7,0.0,-0.4019809974335809,6.320511332939911e-09,-1.5707963267948966,-0.4019610091042751,-0.4641676734389949,0.0,1.2641347497772158e-08,0.9156565750987756,0.0,-0.4019809974335809,6.320511332939911e-09,-0.4019921366649545,0.1448482912327797,rear_center_mid,0.0,-0.4600135019113769,0.0,0.0
2.71,0.0,-0.4005037003570039,6.320845445650482e-09,-1.5707963267948966,-0.4005186291600227,-0.4624618377092876,0.0,1.2642872994328802e-08,0.9162884650071448,0.0,-0.4005037003570039,6.320845445650482e-09,-0.4005613724913708,0.14059194570675,rear_center_mid,0.0,-0.45801355981601893,0.0,0.0
2.72,0.0,-0.3990812800592408,6.323654371846681e-09,-1.5707963267948966,-0.3991309971044959,-0.4608193682253408,0.0,1.2649207790877382e-08,0.9168939076610995,0.0,-0.3990812800592408,6.323654371846681e-09,-0.3991802977508195,0.1355946353688852,rear_center_mid,0.0,-0.45601361105250293,0.0,0.0
