time_s,x_lr,y_fb,z_height,gain_db,spread,width,height,depth,velocity_x,velocity_y,velocity_z,speed,accel,object_id,object_name,track_index,mfcc_01,mfcc_02,mfcc_03,mfcc_04,mfcc_05,mfcc_06,mfcc_07,mfcc_08,mfcc_09,mfcc_10,mfcc_11,mfcc_12,mfcc_13,spec_centroid,spec_bandwidth,spec_rolloff,zcr,rms,flatness,spec_contrast_b0,spec_contrast_b1,spec_contrast_b2,spec_contrast_b3,spec_contrast_b4,spec_contrast_b5,spec_contrast_b6,onset_strength
0.1,0.0,-0.9800007905496719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992973195877006,0.0,0.19992973195877006,-0.00999611152630031,AO_100b,Object 11,1,-855.6015014648438,49.22266387939453,-0.2864741086959839,-48.27149200439453,-66.17623901367188,-44.758888244628906,1.0524860620498657,42.62564468383789,55.98374938964844,35.99073791503906,-2.2201383113861084,-34.375614166259766,-42.625118255615234,1047.1541811577665,55.132094420193404,1054.6875,0.04345703125,0.04851750656962395,6.971215271711628e-11,4.71702031854457,4.343424567517886,11.656626008256378,45.56733028273463,20.037039132422812,14.381459662514757,18.365027195225046,0.00013565272092819214
0.11,0.0,-0.9780008314230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999591265950079,0.0,0.19999591265950079,0.006618070073072246,AO_100b,Object 11,1,-855.59814453125,49.22700500488281,-0.2834739089012146,-48.27101135253906,-66.17909240722656,-44.76466369628906,1.0456987619400024,42.620582580566406,55.9825439453125,35.9937744140625,-2.214428663253784,-34.36973190307617,-42.621116638183594,1047.1470154254637,55.41021306252592,1054.6875,0.04345703125,0.04851750656962395,7.019448217127078e-11,2.3327673804353637,3.886170473090516,11.547584192990271,45.58142146760293,18.05025051843568,14.937333716298774,19.20448016151264,0.0001458674669265747
0.12,0.0,-0.9760000774006561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20007540224208364,0.0,0.20007540224208364,0.007948958258285899,AO_100b,Object 11,1,-855.5929565429688,49.2338752746582,-0.2786872684955597,-48.27019500732422,-66.18356323242188,-44.773826599121094,1.0349000692367554,42.612518310546875,55.980628967285156,35.998565673828125,-2.2054238319396973,-34.36046600341797,-42.614803314208984,1047.1405457322394,56.05455711906447,1054.6875,0.04345703125,0.04851750656962395,7.028397308594947e-11,1.292561906015365,3.2874361154123015,11.399071704954746,45.58797539333111,17.02962891311392,15.734654755910107,20.023405023377762,0.00013769418001174927
0.13,0.0,-0.9740007800435801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992973570759354,0.0,0.19992973570759354,-0.014566653449010758,AO_100b,Object 11,1,-855.5869140625,49.24171447753906,-0.27324169874191284,-48.26929473876953,-66.18870544433594,-44.7842903137207,1.0225863456726074,42.60333251953125,55.97846984863281,36.00408172607422,-2.1950809955596924,-34.34984588623047,-42.60759735107422,1047.1272767510493,55.89799750448434,1054.6875,0.04345703125,0.04851749911904335,7.010926561523689e-11,0.9591142548005962,2.9229235142729877,11.225303212513921,45.60843979566933,17.261573467428555,15.411973024250244,19.58213477879997,0.00010102242231369019
0.14,0.0,-0.9720012333181989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19995467253812738,0.0,0.19995467253812738,0.0024936830533839327,AO_100b,Object 11,1,-855.5811767578125,49.249237060546875,-0.2680387496948242,-48.26844787597656,-66.19361877441406,-44.794288635253906,1.0108282566070557,42.59455490112305,55.97638702392578,36.00931930541992,-2.18522310256958,-34.33967208862305,-42.60066223144531,1047.115754047314,55.48701803203863,1054.6875,0.04345703125,0.04851750656962395,6.996071083564814e-11,0.7552564545231846,2.636011719631135,11.088008625279581,45.62697669842175,17.82748026756624,15.24209108926189,19.413992564177896,4.5455992221832275e-05
0.15,0.0,-0.9700001786909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20010546272897223,0.0,0.20010546272897223,0.015079019084485168,AO_100b,Object 11,1,-855.576904296875,49.25483703613281,-0.26407596468925476,-48.26770782470703,-66.19725799560547,-44.80185317993164,1.001866102218628,42.587867736816406,55.97484588623047,36.01337814331055,-2.177692413330078,-34.33201599121094,-42.59555435180664,1047.1105599810544,55.71756619520968,1054.6875,0.0439453125,0.04851750656962395,6.968675636542798e-11,0.6658211805223146,2.4447009502938073,10.98089419848866,45.62745412921985,19.561370250700186,17.899876152641504,19.739757357815705,0.00010811537504196167
0.16,0.0,-0.9680007696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999409090909121,0.0,0.1999409090909121,-0.016455363806011647,AO_100b,Object 11,1,-855.57470703125,49.25769805908203,-0.2620851397514343,-48.26736831665039,-66.19911193847656,-44.805667877197266,0.9973732829093933,42.584510803222656,55.974037170410156,36.0153694152832,-2.1739397048950195,-34.328155517578125,-42.592926025390625,1047.1105247292642,56.42021301886363,1054.6875,0.0439453125,0.04851750656962395,6.954548048554443e-11,0.6439368526946296,2.3829330794578603,10.923752606599127,45.63466766605396,20.885986756772724,15.97644033778053,18.947520732949393,0.0003799833357334137
0.17,0.0,-0.9660014723179007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999297282099355,0.0,0.1999297282099355,-0.0011180880976624508,AO_100b,Object 11,1,-855.5751953125,49.257049560546875,-0.2625278830528259,-48.26743698120117,-66.19869995117188,-44.80482482910156,0.9983642101287842,42.58525085449219,55.974239349365234,36.01496124267578,-2.1747448444366455,-34.32900619506836,-42.59353256225586,1047.1030497940399,55.34211148506455,1054.6875,0.0439453125,0.04851750656962395,6.967360716148008e-11,0.6630578565054535,2.4257901923782015,10.94235823411963,45.63626667554328,19.443338937633676,18.422174332019885,19.832443193967798,0.0005951263010501862
0.18,0.0,-0.9640004250942777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20010472236229315,0.0,0.20010472236229315,0.01749941523576659,AO_100b,Object 11,1,-855.5779418945312,49.25334930419922,-0.2651821970939636,-48.267967224121094,-66.19630432128906,-44.79975891113281,1.004381775856018,42.58973693847656,55.9752197265625,36.012168884277344,-2.1798391342163086,-34.33412551879883,-42.596866607666016,1047.1070275456668,55.18996360827583,1054.6875,0.04345703125,0.04851749911904335,6.981409200745858e-11,0.6766713402224624,2.497132380975991,11.009344431306182,45.622069480166815,17.79379175069075,15.644799122857123,19.80107034586682,0.0006842948496341705
0.19,0.0,-0.9620008783564199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999546737857849,0.0,0.1999546737857849,-0.015004857650824377,AO_100b,Object 11,1,-855.5829467773438,49.24683380126953,-0.2696684002876282,-48.2686767578125,-66.19203186035156,-44.7911376953125,1.0145100355148315,42.59730529785156,55.977027893066406,36.00769805908203,-2.1883082389831543,-34.3428955078125,-42.60289001464844,1047.1196170182764,55.85328851900265,1054.6875,0.04345703125,0.04851750284433365,7.004122282161518e-11,0.8256941978416066,2.693479531874978,11.13301683924896,45.613476788259376,17.31474879413416,16.62522607839253,19.743361859982016,0.000658031553030014
0.2,0.0,-0.9600014917022492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999386654170654,0.0,0.1999386654170654,-0.0016008368719511168,AO_100b,Object 11,1,-855.5889892578125,49.23907470703125,-0.2750501334667206,-48.269561767578125,-66.18695831298828,-44.780792236328125,1.0266767740249634,42.60637664794922,55.97917938232422,36.00225830078125,-2.198521614074707,-34.3533935546875,-42.61003875732422,1047.1293664260252,55.523069830059164,1054.6875,0.04345703125,0.04851750284433365,7.017401243425425e-11,1.0564067718138759,3.03028684370884,11.279501890023973,45.60582221246294,17.42807233082917,16.609633844329444,19.210179982504876,0.0004838109016418457
0.21,0.0,-0.9580007897721388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20007019301104823,0.0,0.20007019301104823,0.013152759398282754,AO_100b,Object 11,1,-855.5948486328125,49.23135757446289,-0.2804422080516815,-48.2704963684082,-66.18193054199219,-44.770469665527344,1.0388561487197876,42.615478515625,55.9813346862793,35.99681854248047,-2.2087152004241943,-34.363861083984375,-42.61711502075195,1047.1384609835995,55.14512639581208,1054.6875,0.04345703125,0.04851750656962395,7.022944031875866e-11,1.6110602101717646,3.523847874979893,11.4504677667111,45.58996750127224,18.072869973835047,14.410099514711483,19.085709208463598,0.00024909526109695435
0.22,0.0,-0.9560008679128397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999921859299092,0.0,0.1999921859299092,-0.007800708113903099,AO_100b,Object 11,1,-855.599609375,49.22519302368164,-0.28473398089408875,-48.27123260498047,-66.17791748046875,-44.76225280761719,1.0485401153564453,42.622711181640625,55.983055114746094,35.992523193359375,-2.2167961597442627,-34.3721809387207,-42.6227912902832,1047.1488611746129,55.3787676138052,1054.6875,0.04345703125,0.04851750656962395,7.004455349068905e-11,2.781043431099903,4.020366128954201,11.592231312048806,45.57533917294374,19.70912146799998,16.89757860330989,18.725152556785602,1.239776611328125e-05
0.23,0.0,-0.9540015706307403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999297282099355,0.0,0.1999297282099355,-0.006245771997370753,AO_100b,Object 11,1,-855.6021118164062,49.22190856933594,-0.28697675466537476,-48.27155685424805,-66.17573547363281,-44.75790023803711,1.053627371788025,42.626495361328125,55.983943939208984,35.9902229309082,-2.221106767654419,-34.376625061035156,-42.62582015991211,1047.1584149877401,55.8945879252121,1054.6875,0.04345703125,0.04851750656962395,6.944964048294366e-11,7.219566440016145,4.453625469119686,11.677694568750464,45.57694238775869,21.425163862179726,14.408875343621993,19.563879992584624,7.179379463195801e-05
0.24,0.0,-0.9520012140499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20003565807403811,0.0,0.20003565807403811,0.010592986410262739,AO_100b,Object 11,1,-855.602294921875,49.22185516357422,-0.2869492769241333,-48.27147674560547,-66.1756820678711,-44.7579231262207,1.0535539388656616,42.62644958496094,55.983970642089844,35.990325927734375,-2.2210183143615723,-34.376625061035156,-42.62591552734375,1047.1560567833762,55.38285998355239,1054.6875,0.04345703125,0.04851750656962395,6.94374557852484e-11,6.856485836513237,4.452983753151308,11.663488878757313,45.566986870809174,20.45895212495674,17.2977670421283,20.007127012026068,0.00012305378913879395
0.25,0.0,-0.9500008574692596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20003565807403811,0.0,0.20003565807403811,0.0,AO_100b,Object 11,1,-855.5995483398438,49.22526550292969,-0.2845984101295471,-48.27111053466797,-66.17794036865234,-44.76245880126953,1.0482308864593506,42.62248611450195,55.9830436706543,35.992713928222656,-2.21652889251709,-34.37200927734375,-42.622764587402344,1047.1478426923593,54.90479445332868,1054.6875,0.04345703125,0.048517510294914246,7.002957935764442e-11,2.8240709916468134,4.012134758814096,11.586364983545142,45.57712079457018,18.77495386973636,13.414564726351038,18.64723821200799,0.00015223771333694458
0.26,0.0,-0.948001560149672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992973195875896,0.0,0.19992973195875896,-0.010592611527915352,AO_100b,Object 11,1,-855.5947265625,49.231529235839844,-0.28028997778892517,-48.27043151855469,-66.1820297241211,-44.77073669433594,1.0385079383850098,42.61520767211914,55.98126983642578,35.99699401855469,-2.2084128856658936,-34.36357879638672,-42.616966247558594,1047.1393516613361,55.46077203003262,1054.6875,0.04345703125,0.04851750656962395,7.028572168721325e-11,1.5482660497638818,3.480814503667368,11.441130455041044,45.58744111396316,17.049536516978847,15.79053491403971,20.008082213407917,0.0001502111554145813
0.27,0.0,-0.9460016382590994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999218905725202,0.0,0.19999218905725202,0.00624570984930628,AO_100b,Object 11,1,-855.5888061523438,49.23923873901367,-0.2749785780906677,-48.26960372924805,-66.18708801269531,-44.780975341796875,1.026505708694458,42.60626983642578,55.979164123535156,36.002342224121094,-2.1983513832092285,-34.35319519042969,-42.60987091064453,1047.1274419723825,55.497241240872675,1054.6875,0.04345703125,0.04851750656962395,7.019742426228603e-11,1.0466769390315065,3.026565770382952,11.287245494327777,45.606860709980324,17.337706340555403,17.22778479401275,20.93068400763621,0.00011273473501205444
0.28,0.0,-0.9440009363727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2000701886372136,0.0,0.2000701886372136,0.007799957996157403,AO_100b,Object 11,1,-855.582763671875,49.24713134765625,-0.2694564461708069,-48.26862716674805,-66.19221496582031,-44.79151916503906,1.0140491724014282,42.596946716308594,55.97693634033203,36.00785827636719,-2.1879682540893555,-34.34252166748047,-42.60260772705078,1047.1189019817766,55.88770543644784,1054.6875,0.04345703125,0.04851749911904335,6.998501084209963e-11,0.8117348959728901,2.7236449175975856,11.130302580573531,45.620392551956805,17.33622180310428,14.89602730251189,19.2893671984664,5.988776683807373e-05
0.29,0.0,-0.9420015496435802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19993867291471235,0.0,0.19993867291471235,-0.013151572250125199,AO_100b,Object 11,1,-855.582763671875,49.24713134765625,-0.2694564461708069,-48.26862716674805,-66.19221496582031,-44.79151916503906,1.0140491724014282,42.596946716308594,55.97693634033203,36.00785827636719,-2.1879682540893555,-34.34252166748047,-42.60260772705078,1047.1189019817766,55.88770543644784,1054.6875,0.04345703125,0.04851749911904335,6.998501084209963e-11,0.8117348959728901,2.7236449175975856,11.130302580573531,45.620392551956805,17.33622180310428,14.89602730251189,19.2893671984664,5.988776683807373e-05
0.3,0.0,-0.9400020029181989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19995467253812738,0.0,0.19995467253812738,0.0015999623415030584,AO_100b,Object 11,1,-855.5751342773438,49.25708770751953,-0.26249590516090393,-48.267425537109375,-66.19873809814453,-44.804893493652344,0.9982849359512329,42.585205078125,55.9742431640625,36.015018463134766,-2.1746633052825928,-34.32893753051758,-42.5934944152832,1047.107147263747,55.9617863773459,1054.6875,0.0439453125,0.04851749911904335,6.963907228652033e-11,0.6596575874185575,2.4295483525319455,10.944038556506108,45.6346463685249,20.293939991127722,18.541427133454263,18.713026114104636,0.00029391422867774963
0.31,0.0,-0.9380009557758201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2001047142378809,0.0,0.2001047142378809,0.015004169975352255,AO_100b,Object 11,1,-855.57470703125,49.257694244384766,-0.26212289929389954,-48.26741027832031,-66.19912719726562,-44.80561828613281,0.9974611401557922,42.58457946777344,55.97404479980469,36.01531219482422,-2.1740193367004395,-34.32820510864258,-42.592918395996094,1047.1043129402583,55.430441567195736,1054.6875,0.0439453125,0.04851750284433365,6.964172294399162e-11,0.6090688741293704,2.3499775693176943,10.923212482953907,45.63606829514076,19.309326484694413,17.818271768066225,18.992283198493652,0.0005432739853858948
0.32,0.0,-0.9360016584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992973758200527,0.0,0.19992973758200527,-0.017497665587562494,AO_100b,Object 11,1,-855.576904296875,49.2547721862793,-0.26411518454551697,-48.2677001953125,-66.19720458984375,-44.80176544189453,1.0019642114639282,42.587928771972656,55.97483825683594,36.01331329345703,-2.177797317504883,-34.332115173339844,-42.59561538696289,1047.1102921608817,55.62272265749915,1054.6875,0.0439453125,0.04851750656962395,6.984724604253145e-11,0.6534043501651396,2.475644565038067,10.980544708098645,45.629335373080494,17.744804013346293,16.68574699173415,20.114977152464498,0.0006784982979297638
0.33,0.0,-0.9340022494028116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19994089971884232,0.0,0.19994089971884232,0.0011162136837050696,AO_100b,Object 11,1,-855.5814208984375,49.24895477294922,-0.26818278431892395,-48.26841735839844,-66.19343566894531,-44.79399871826172,1.0111433267593384,42.59480285644531,55.97649383544922,36.009254455566406,-2.1854584217071533,-34.340003967285156,-42.600982666015625,1047.1190425982547,55.911196591673935,1054.6875,0.04345703125,0.04851750656962395,6.995990592395529e-11,0.7922993218279046,2.638377976936553,11.09747984152494,45.62628423847353,17.403135475267298,16.56912611535465,19.06685571017468,0.0006695427000522614
0.34,0.0,-0.9320011947818011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2001054621010523,0.0,0.2001054621010523,0.01645623822099651,AO_100b,Object 11,1,-855.5869140625,49.241615295410156,-0.2733508348464966,-48.26935577392578,-66.18863677978516,-44.784080505371094,1.0228475332260132,42.603515625,55.97846221923828,36.00388717651367,-2.195338249206543,-34.35002899169922,-42.607643127441406,1047.1243938913206,55.40508255849833,1054.6875,0.04345703125,0.04851750656962395,7.013666036836952e-11,0.9465165570911864,2.9291584699600577,11.233412419157627,45.60181256553875,17.1817046780581,15.786980776909616,18.453792453332987,0.0005560703575611115
0.35000000000000003,0.0,-0.9300016479751639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19995468066371647,0.0,0.19995468066371647,-0.015078143733582294,AO_100b,Object 11,1,-855.5933227539062,49.233497619628906,-0.27892982959747314,-48.27022171020508,-66.18333435058594,-44.77338409423828,1.0354164838790894,42.61293029785156,55.98077392578125,35.99842834472656,-2.205775737762451,-34.360897064208984,-42.615169525146484,1047.1374400956327,55.67039722089346,1054.6875,0.04345703125,0.04851750284433365,7.024458098525699e-11,1.368243112930216,3.3363473079778956,11.394915980896464,45.58482918242555,17.96948340938013,13.914248636836199,20.39022460400797,0.0003320947289466858
0.36,0.0,-0.9280023506743205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992973008434722,0.0,0.19992973008434722,-0.002495057936924283,AO_100b,Object 11,1,-855.5982666015625,49.22698974609375,-0.28345486521720886,-48.270965576171875,-66.17904663085938,-44.76464080810547,1.045686960220337,42.62054443359375,55.98248291015625,35.99370193481445,-2.2145018577575684,-34.369781494140625,-42.621116638183594,1047.1488682289798,55.787506474563855,1054.6875,0.04345703125,0.048517510294914246,7.008102431704799e-11,2.334167370143014,3.8756247318272514,11.557606611125642,45.58345467166528,19.447341931564818,14.598977765773213,19.652599375555653,3.2257288694381714e-05
0.37,0.0,-0.9260015966081614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20007540661590717,0.0,0.20007540661590717,0.01456765315599462,AO_100b,Object 11,1,-855.601806640625,49.22248077392578,-0.28656357526779175,-48.27147674560547,-66.17611694335938,-44.75871276855469,1.0526683330535889,42.62580108642578,55.983829498291016,35.9907341003418,-2.2202389240264893,-34.37580108642578,-42.625328063964844,1047.156837285672,55.901376275021526,1054.6875,0.04345703125,0.04851750656962395,6.95330043543052e-11,4.826158127276294,4.32884827412115,11.64987906422105,45.57448554341807,21.71463666713972,14.351671491933395,19.11502553173792,6.068497896194458e-05
0.38,0.0,-0.9240016375128397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999590953216906,0.0,0.19999590953216906,-0.007949708373811148,AO_100b,Object 11,1,-855.6024780273438,49.221527099609375,-0.2872503697872162,-48.27161407470703,-66.17549896240234,-44.75739288330078,1.054232120513916,42.626953125,55.98406982421875,35.98998260498047,-2.2215819358825684,-34.37712860107422,-42.62617492675781,1047.159727765646,55.77489521906064,1054.6875,0.04345703125,0.04851750656962395,6.915025496656568e-11,9.93144069975962,4.532145311327213,11.681326244828433,45.56582964538185,20.585761538775362,14.81040495172573,19.113355349454935,0.00011131167411804199
0.39,0.0,-0.9220023402307405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992972820992438,0.0,0.19992972820992438,-0.006618132224467388,AO_100b,Object 11,1,-855.6005859375,49.224021911621094,-0.28551632165908813,-48.27131652832031,-66.17710876464844,-44.760704040527344,1.0503313541412354,42.62403106689453,55.98334503173828,35.991676330566406,-2.218355894088745,-34.37378692626953,-42.62386703491211,1047.1528237803739,55.21186819815525,1054.6875,0.04345703125,0.04851750284433365,6.99583169172513e-11,3.5316575722223646,4.171839199566854,11.622104585716148,45.56726424836822,18.502906310516956,13.624405592824317,19.9760410904816,0.0001430213451385498
0.4,0.0,-0.92000204325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20002969807404458,0.0,0.20002969807404458,0.009996986412019737,AO_100b,Object 11,1,-855.596435546875,49.2293701171875,-0.2818160951137543,-48.27072525024414,-66.18064880371094,-44.76784896850586,1.0419445037841797,42.6177978515625,55.98192596435547,35.9954833984375,-2.2112629413604736,-34.36651611328125,-42.61896514892578,1047.1430975787587,55.26430668288766,1054.6875,0.04345703125,0.048517510294914246,7.024174297765029e-11,1.7170307807513083,3.618677642463844,11.49549160094693,45.585587246203886,17.331175053825334,17.601444245523062,19.317190962802066,0.00014812499284744263
