time_s,x_lr,y_fb,z_height,gain_db,spread,width,height,depth,velocity_x,velocity_y,velocity_z,speed,accel,object_id,object_name,track_index
3.36,0.0,-0.328016758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19994089971883677,0.0,0.19994089971883677,-0.016456238221551622,AO_100b,Object 11,
3.37,0.0,-0.32601746062417997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992973758200527,0.0,0.19992973758200527,-0.001116213683149958,AO_100b,Object 11,
3.38,0.0,-0.3240164134818012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20010471423787535,0.0,0.20010471423787535,0.017497665587007383,AO_100b,Object 11,
3.39,0.0,-0.32201686675641983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19995467253813848,0.0,0.19995467253813848,-0.01500416997368692,AO_100b,Object 11,
3.4,0.0,-0.32001748002727276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999386729147068,0.0,0.1999386729147068,-0.001599962343168393,AO_100b,Object 11,
3.41,0.0,-0.31801677814090057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20007018863721915,0.0,0.20007018863721915,0.013151572251235422,AO_100b,Object 11,
3.42,0.0,-0.31601685625032805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999218905725202,0.0,0.19999218905725202,-0.007799957996712514,AO_100b,Object 11,
3.43,0.0,-0.3140175589307404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999297319587645,0.0,0.1999297319587645,-0.006245709848751169,AO_100b,Object 11,
3.44,0.0,-0.3120172024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2000356530740377,0.0,0.2000356530740377,0.01059211152731887,AO_100b,Object 11,
3.45,0.0,-0.31001684582549194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20003565745080887,0.0,0.20003565745080887,4.3767711677134e-07,AO_100b,Object 11,
3.46,0.0,-0.3080175484871603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992973383316515,0.0,0.19992973383316515,-0.010592361764372171,AO_100b,Object 11,
3.47,0.0,-0.30601762662786114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999218592991475,0.0,0.19999218592991475,0.006245209674959895,AO_100b,Object 11,
3.48,0.0,-0.30401692469775066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20007019301104823,0.0,0.20007019301104823,0.007800708113347987,AO_100b,Object 11,
3.49,0.0,-0.3020175380435801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999386654170543,0.0,0.1999386654170543,-0.013152759399392977,AO_100b,Object 11,
3.5,0.0,-0.3000179913057224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999546737857738,0.0,0.1999546737857738,0.0016008368719511168,AO_100b,Object 11,
3.5100000000000002,0.0,-0.2980169440820993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2001047223623098,0.0,0.2001047223623098,0.015004857653599935,AO_100b,Object 11,
3.52,0.0,-0.2960176468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992972820992994,0.0,0.19992972820992994,-0.017499415237987037,AO_100b,Object 11,
3.5300000000000002,0.0,-0.2940182377090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19994090909090656,0.0,0.19994090909090656,0.0011180880976624508,AO_100b,Object 11,
3.54,0.0,-0.2920171830818011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20010546272898333,0.0,0.20010546272898333,0.01645536380767698,AO_100b,Object 11,
3.5500000000000003,0.0,-0.2900176363564198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19995467253812738,0.0,0.19995467253812738,-0.015079019085595391,AO_100b,Object 11,
3.56,0.0,-0.2880183389993439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992973570758799,0.0,0.19992973570758799,-0.002493683053939044,AO_100b,Object 11,
3.5700000000000003,0.0,-0.286017584976923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20007540224209475,0.0,0.20007540224209475,0.014566653450676093,AO_100b,Object 11,
3.58,0.0,-0.2840176259128397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999590640832898,0.0,0.19999590640832898,-0.007949583376576363,AO_100b,Object 11,
3.59,0.0,-0.282018328574508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999297338331707,0.0,0.1999297338331707,-0.006617257515828534,AO_100b,Object 11,
3.6,0.0,-0.28001803159999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20002969745080423,0.0,0.20002969745080423,0.009996361763353612,AO_100b,Object 11,
3.61,0.0,-0.2780176824545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20003491454544386,0.0,0.20003491454544386,0.000521709463963127,AO_100b,Object 11,
3.62,0.0,-0.27601831808716026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19993643673852368,0.0,0.19993643673852368,-0.009847780692018304,AO_100b,Object 11,
3.63,0.0,-0.27401839625909946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999218280608022,0.0,0.19999218280608022,0.00557460675565391,AO_100b,Object 11,
3.64,0.0,-0.272017724200656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20006720584434534,0.0,0.20006720584434534,0.007502303826512069,AO_100b,Object 11,
3.65,0.0,-0.27001840450056236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999319700093649,0.0,0.1999319700093649,-0.013523583498042946,AO_100b,Object 11,
3.66,0.0,-0.2680187609057223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19996435948400615,0.0,0.19996435948400615,0.003238947464123676,AO_100b,Object 11,
3.67,0.0,-0.26601771368209937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20010472236229315,0.0,0.20010472236229315,0.014036287828700367,AO_100b,Object 11,
3.68,0.0,-0.2640184164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999297282099355,0.0,0.1999297282099355,-0.01749941523576659,AO_100b,Object 11,
3.69,0.0,-0.26201911911790066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999297282099355,0.0,0.1999297282099355,0.0,AO_100b,Object 11,
3.7,0.0,-0.26001796756632267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20011515515779843,0.0,0.20011515515779843,0.018542694786294334,AO_100b,Object 11,
3.71,0.0,-0.2580184059564199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999561609902778,0.0,0.1999561609902778,-0.01589941675206319,AO_100b,Object 11,
3.72,0.0,-0.2560191085993439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999297357075991,0.0,0.1999297357075991,-0.002642528267871036,AO_100b,Object 11,
3.73,0.0,-0.25401843654090056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20006720584433424,0.0,0.20006720584433424,0.013747013673515163,AO_100b,Object 11,
3.74,0.0,-0.25201844019887537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999963420251898,0.0,0.19999963420251898,-0.00675716418152561,AO_100b,Object 11,
3.75,0.0,-0.250019098174508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19993420243673565,0.0,0.19993420243673565,-0.006543176578333032,AO_100b,Object 11,
3.7600000000000002,0.0,-0.24801880119999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.200029697450807,0.0,0.200029697450807,0.009549501407135619,AO_100b,Object 11,
3.77,0.0,-0.2460185042692596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20002969307403307,0.0,0.20002969307403307,-4.376773943270962e-07,AO_100b,Object 11,
3.7800000000000002,0.0,-0.2440191622636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19993420056233224,0.0,0.19993420056233224,-0.009549251170082318,AO_100b,Object 11,
3.79,0.0,-0.24201916585909944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999964045368523,0.0,0.19999964045368523,0.006543989135299189,AO_100b,Object 11,
3.8000000000000003,0.0,-0.240018493800656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20006720584434257,0.0,0.20006720584434257,0.006756539065733147,AO_100b,Object 11,
3.81,0.0,-0.2380191964435801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992973570759076,0.0,0.19992973570759076,-0.013747013675180497,AO_100b,Object 11,
3.8200000000000003,0.0,-0.2360196348461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19995615974263137,0.0,0.19995615974263137,0.002642403504060642,AO_100b,Object 11,
3.83,0.0,-0.23401848337582004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20011514703337507,0.0,0.20011514703337507,0.01589872907437062,AO_100b,Object 11,
3.84,0.0,-0.232019186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992973758200527,0.0,0.19992973758200527,-0.018540945136980014,AO_100b,Object 11,
3.85,0.0,-0.23001988871790063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999297282099355,0.0,0.1999297282099355,-9.372069786905968e-07,AO_100b,Object 11,
3.86,0.0,-0.22801884149427773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20010472236229038,0.0,0.20010472236229038,0.017499415235489035,AO_100b,Object 11,
3.87,0.0,-0.22601919789943764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19996435948400892,0.0,0.19996435948400892,-0.014036287828145255,AO_100b,Object 11,
3.88,0.0,-0.22401987827432054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19993196251170964,0.0,0.19993196251170964,-0.003239697229928673,AO_100b,Object 11,
3.89,0.0,-0.22201920617213886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20006721021816887,0.0,0.20006721021816887,0.013524770645922946,AO_100b,Object 11,
3.9,0.0,-0.22001928431283976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999921859299092,0.0,0.1999921859299092,-0.0075024288259673,AO_100b,Object 11,
3.91,0.0,-0.21801991994545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19993643673852368,0.0,0.19993643673852368,-0.0055749191385512376,AO_100b,Object 11,
3.92,0.0,-0.21601957080000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20003491454544664,0.0,0.20003491454544664,0.00984778069229586,AO_100b,Object 11,
3.93,0.0,-0.2140192738692596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20002969307404694,0.0,0.20002969307404694,-0.0005221471399696753,AO_100b,Object 11,
3.94,0.0,-0.21201997654967197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992973195876174,0.0,0.19992973195876174,-0.009996111528520757,AO_100b,Object 11,
3.95,0.0,-0.21002001742307688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999959126595091,0.0,0.1999959126595091,0.006618070074737581,AO_100b,Object 11,
3.96,0.0,-0.20801926342567945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20007539973974364,0.0,0.20007539973974364,0.007948708023453044,AO_100b,Object 11,
3.97,0.0,-0.20601996612483595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992973008435,0.0,0.19992973008435,-0.014566965539364318,AO_100b,Object 11,
3.98,0.0,-0.2040204193181989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19995468066370536,0.0,0.19995468066370536,0.0024950579355365043,AO_100b,Object 11,
3.99,0.0,-0.202019364690909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20010546272898888,0.0,0.20010546272898888,0.015078206528351679,AO_100b,Object 11,
4.0,0.0,-0.2000199556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199940909090901,0.0,0.199940909090901,-0.016455363808787205,AO_100b,Object 11,
4.01,0.0,-0.19802065831790072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992972820992716,0.0,0.19992972820992716,-0.001118088097384895,AO_100b,Object 11,
4.0200000000000005,0.0,-0.19601961118180103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2001047136099693,0.0,0.2001047136099693,0.017498540004212693,AO_100b,Object 11,
4.03,0.0,-0.19402006437516398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19995468066370536,0.0,0.19995468066370536,-0.015003294626392272,AO_100b,Object 11,
4.04,0.0,-0.19202067770224934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19993866729146326,0.0,0.19993866729146326,-0.0016013372242107415,AO_100b,Object 11,
4.05,0.0,-0.1900199757721389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20007019301104545,0.0,0.20007019301104545,0.013152571958219283,AO_100b,Object 11,
4.0600000000000005,0.0,-0.18802005391283963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999218592992585,0.0,0.19999218592992585,-0.007800708111960208,AO_100b,Object 11,
4.07,0.0,-0.18602075663074036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992972820992716,0.0,0.19992972820992716,-0.006245771999868754,AO_100b,Object 11,
4.08,0.0,-0.18402040005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20003565807403534,0.0,0.20003565807403534,0.01059298641081785,AO_100b,Object 11,
4.09,0.0,-0.18202004346925962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20003565807403811,0.0,0.20003565807403811,2.7755575615628914e-13,AO_100b,Object 11,
4.1,0.0,-0.18002074618716035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992972820992716,0.0,0.19992972820992716,-0.010592986411095406,AO_100b,Object 11,
4.11,0.0,-0.17802082432786112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999218592992307,0.0,0.19999218592992307,0.006245771999591199,AO_100b,Object 11,
4.12,0.0,-0.17602012239775067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20007019301104545,0.0,0.20007019301104545,0.007800708112237764,AO_100b,Object 11,
4.13,0.0,-0.17402073572483603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19993866729146326,0.0,0.19993866729146326,-0.013152571958219283,AO_100b,Object 11,
4.14,0.0,-0.17202118891819898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19995468066370536,0.0,0.19995468066370536,0.0016013372242107415,AO_100b,Object 11,
4.15,0.0,-0.1700201417820993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2001047136099693,0.0,0.2001047136099693,0.015003294626392272,AO_100b,Object 11,
4.16,0.0,-0.1680208445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992972820992994,0.0,0.19992972820992994,-0.017498540003935137,AO_100b,Object 11,
4.17,0.0,-0.16602143540909098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199940909090901,0.0,0.199940909090901,0.0011180880971073393,AO_100b,Object 11,
4.18,0.0,-0.16402038078180117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20010546272898055,0.0,0.20010546272898055,0.016455363807954537,AO_100b,Object 11,
4.19,0.0,-0.16202083397516395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19995468066372202,0.0,0.19995468066372202,-0.015078206525853677,AO_100b,Object 11,
4.2,0.0,-0.16002153667432054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992973008434167,0.0,0.19992973008434167,-0.002495057938034506,AO_100b,Object 11,
4.21,0.0,-0.1580207826769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20007539973974364,0.0,0.20007539973974364,0.014566965540196986,AO_100b,Object 11,
4.22,0.0,-0.1560208235503281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999591265950079,0.0,0.19999591265950079,-0.007948708024285711,AO_100b,Object 11,
4.23,0.0,-0.15402152623074036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992973195877284,0.0,0.19992973195877284,-0.006618070072794691,AO_100b,Object 11,
4.24,0.0,-0.15202122925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20002969807403626,0.0,0.20002969807403626,0.009996611526341681,AO_100b,Object 11,
4.25,0.0,-0.15002088009831305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20003491516869532,0.0,0.20003491516869532,0.0005217094659060173,AO_100b,Object 11,
4.26,0.0,-0.14802151578716036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19993643111526904,0.0,0.19993643111526904,-0.00984840534262732,AO_100b,Object 11,
4.2700000000000005,0.0,-0.14602159392786113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999218592992307,0.0,0.19999218592992307,0.005575481465402987,AO_100b,Object 11,
4.28,0.0,-0.14402092182567947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2000672102181661,0.0,0.2000672102181661,0.0075024288243019654,AO_100b,Object 11,
4.29,0.0,-0.14202160218181822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19993196438612415,0.0,0.19993196438612415,-0.01352458320419414,AO_100b,Object 11,
4.3,0.0,-0.14002195851819899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19996436636192383,0.0,0.19996436636192383,0.0032401975799678517,AO_100b,Object 11,
4.3100000000000005,0.0,-0.1380209113820993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2001047136099693,0.0,0.2001047136099693,0.014034724804545817,AO_100b,Object 11,
4.32,0.0,-0.1360216141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992972820992994,0.0,0.19992972820992994,-0.017498540003935137,AO_100b,Object 11,
4.33,0.0,-0.13402231672417986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999297375820136,0.0,0.1999297375820136,9.372083664693776e-07,AO_100b,Object 11,
4.34,0.0,-0.1320211652538462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20011514703336675,0.0,0.20011514703336675,0.01854094513531468,AO_100b,Object 11,
4.3500000000000005,0.0,-0.13002160365641982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19995615974263692,0.0,0.19995615974263692,-0.015898729072982842,AO_100b,Object 11,
4.36,0.0,-0.12802230629934386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999297357075963,0.0,0.1999297357075963,-0.002642403504060642,AO_100b,Object 11,
4.37,0.0,-0.12602163424090054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20006720584433146,0.0,0.20006720584433146,0.013747013673515163,AO_100b,Object 11,
4.38,0.0,-0.12402163783636372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999964045368246,0.0,0.19999964045368246,-0.00675653906490048,AO_100b,Object 11,
4.39,0.0,-0.12202229583074045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999342005623267,0.0,0.1999342005623267,-0.006543989135576744,AO_100b,Object 11,
4.4,0.0,-0.12002199889999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20002969307405388,0.0,0.20002969307405388,0.009549251172719098,AO_100b,Object 11,
4.41,0.0,-0.11802170192549206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2000296974507848,0.0,0.2000296974507848,4.3767309221287576e-07,AO_100b,Object 11,
4.42,0.0,-0.11602235990112468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19993420243673843,0.0,0.19993420243673843,-0.009549501404637617,AO_100b,Object 11,
4.43,0.0,-0.11402236352786119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999963732634934,0.0,0.19999963732634934,0.006543488961091581,AO_100b,Object 11,
4.44,0.0,-0.11202169142567946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20006721021817303,0.0,0.20006721021817303,0.00675728918236862,AO_100b,Object 11,
4.45,0.0,-0.11002239414358016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992972820992994,0.0,0.19992972820992994,-0.013748200824309498,AO_100b,Object 11,
4.46,0.0,-0.10802283253367725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999561609902903,0.0,0.1999561609902903,0.002643278036035257,AO_100b,Object 11,
4.47,0.0,-0.10602168098209945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2001151551577804,0.0,0.2001151551577804,0.015899416749010076,AO_100b,Object 11,
4.48,0.0,-0.1040223837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999297282099452,0.0,0.1999297282099452,-0.018542694783518776,AO_100b,Object 11,
4.49,0.0,-0.10202308641790057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992972820994243,0.0,0.19992972820994243,-2.7755575615628914e-13,AO_100b,Object 11,
4.5,0.0,-0.10002203919427773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20010472236228483,0.0,0.20010472236228483,0.017499415234240034,AO_100b,Object 11,
4.51,0.0,-0.09802239559943766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19996435948400615,0.0,0.19996435948400615,-0.0140362878278677,AO_100b,Object 11,
4.5200000000000005,0.0,-0.09602307589934381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19993197000938573,0.0,0.19993197000938573,-0.003238947462042008,AO_100b,Object 11,
4.53,0.0,-0.09402240384090053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2000672058443273,0.0,0.2000672058443273,0.013523583494157165,AO_100b,Object 11,
4.54,0.0,-0.0920224820128397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199992182806083,0.0,0.199992182806083,-0.007502303824430401,AO_100b,Object 11,
4.55,0.0,-0.09002311764545452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19993643673851813,0.0,0.19993643673851813,-0.0055746067564865776,AO_100b,Object 11,
4.5600000000000005,0.0,-0.08802276849999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20003491454546052,0.0,0.20003491454546052,0.00984778069423875,AO_100b,Object 11,
4.57,0.0,-0.08602247152549199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20002969745079313,0.0,0.20002969745079313,-0.0005217094667386846,AO_100b,Object 11,
4.58,0.0,-0.08402317418716018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999297338331804,0.0,0.1999297338331804,-0.009996361761271944,AO_100b,Object 11,
4.59,0.0,-0.08202321512307695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999590640832343,0.0,0.19999590640832343,0.006617257514301977,AO_100b,Object 11,
4.6000000000000005,0.0,-0.08002246110065597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20007540224209752,0.0,0.20007540224209752,0.00794958337740903,AO_100b,Object 11,
4.61,0.0,-0.07802316374358001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999297357075963,0.0,0.1999297357075963,-0.014566653450120981,AO_100b,Object 11,
4.62,0.0,-0.07602361701819883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19995467253811766,0.0,0.19995467253811766,0.002493683052134932,AO_100b,Object 11,
4.63,0.0,-0.07402256239090918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2001054627289653,0.0,0.2001054627289653,0.015079019084762724,AO_100b,Object 11,
4.64,0.0,-0.0720231533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19994090909091766,0.0,0.19994090909091766,-0.016455363804762646,AO_100b,Object 11,
4.65,0.0,-0.07002385601790055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999297282099452,0.0,0.1999297282099452,-0.0011180880972461171,AO_100b,Object 11,
4.66,0.0,-0.06802280879427772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20010472236228344,0.0,0.20010472236228344,0.0174994152338237,AO_100b,Object 11,
4.67,0.0,-0.06602326205641985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999546737857863,0.0,0.1999546737857863,-0.015004857649714154,AO_100b,Object 11,
4.68,0.0,-0.06402387532727274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19993867291471096,0.0,0.19993867291471096,-0.0016000871075338985,AO_100b,Object 11,
4.69,0.0,-0.062023173440900414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20007018863723303,0.0,0.20007018863723303,0.013151572252206867,AO_100b,Object 11,
4.7,0.0,-0.06002325161283963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999218280607814,0.0,0.19999218280607814,-0.007800583115488702,AO_100b,Object 11,
4.71,0.0,-0.05802395427450794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999297338331693,0.0,0.1999297338331693,-0.006244897290882956,AO_100b,Object 11,
4.72,0.0,-0.0560235977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2000356574507943,0.0,0.2000356574507943,0.01059236176249867,AO_100b,Object 11,
4.73,0.0,-0.05402324116925945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20003565307405435,0.0,0.20003565307405435,-4.3767399426908327e-07,AO_100b,Object 11,
4.74,0.0,-0.0520239438496719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999297319587555,0.0,0.1999297319587555,-0.010592111529886261,AO_100b,Object 11,
4.75,0.0,-0.050024021959099406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999218905724925,0.0,0.19999218905724925,0.006245709849375669,AO_100b,Object 11,
4.76,0.0,-0.04802332007272725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20007018863721568,0.0,0.20007018863721568,0.007799957996643125,AO_100b,Object 11,
4.7700000000000005,0.0,-0.04602393334358001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19993867291472414,0.0,0.19993867291472414,-0.013151572249153753,AO_100b,Object 11,
4.78,0.0,-0.04402438661819881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19995467253811974,0.0,0.19995467253811974,0.001599962339560168,AO_100b,Object 11,
4.79,0.0,-0.04202333947581998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20010471423788298,0.0,0.20010471423788298,0.0150041699763237,AO_100b,Object 11,
4.8,0.0,-0.0400240421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992973758199833,0.0,0.19992973758199833,-0.01749766558846455,AO_100b,Object 11,
4.8100000000000005,0.0,-0.038024633102811525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19994089971884718,0.0,0.19994089971884718,0.0011162136848846815,AO_100b,Object 11,
4.82,0.0,-0.03602357839427756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20010547085339628,0.0,0.20010547085339628,0.016457113454909633,AO_100b,Object 11,
4.83,0.0,-0.034024031656419824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999546737857738,0.0,0.1999546737857738,-0.015079706762247125,AO_100b,Object 11,
4.84,0.0,-0.03202473437432055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992972820992716,0.0,0.19992972820992716,-0.0024945575846646584,AO_100b,Object 11,
4.8500000000000005,0.0,-0.030023980308161204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20007540661593493,0.0,0.20007540661593493,0.014567840600776538,AO_100b,Object 11,
4.86,0.0,-0.028024021212839634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999959095321569,0.0,0.1999959095321569,-0.0079497083778024,AO_100b,Object 11,
4.87,0.0,-0.02602472393074037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19992972820992647,0.0,0.19992972820992647,-0.006618132223043527,AO_100b,Object 11,
4.88,0.0,-0.02402442695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20002969807403695,0.0,0.20002969807403695,0.009996986411048292,AO_100b,Object 11,
4.89,0.0,-0.02202407779831305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20003491516869495,0.0,0.20003491516869495,0.0005217094658005461,AO_100b,Object 11,
